73,300165,天瑞仪器,详细  数据,7767万,2430万,2167万,1.96亿,-,348万,3348万,8064万,-,41.12,1.15亿,01-06,http://data.eastmoney.com/bbsj/zcfz/300165.html
74,300169,天晟新材,详细  数据,1555万,4065万,3382万,1.57亿,-,3068万,656万,8780万,-,56.00,6897万,01-06,http://data.eastmoney.com/bbsj/zcfz/300169.html
75,601011,宝泰隆,详细  数据,8040万,4255万,1.43亿,12.58亿,-,1.22亿,5437万,8.69亿,-,69.10,3.89亿,01-06,http://data.eastmoney.com/bbsj/zcfz/601011.html
76,300168,万达信息,详细  数据,1.35亿,5902万,982万,3.53亿,-,1256万,590万,1.65亿,-,46.63,1.89亿,01-06,http://data.eastmoney.com/bbsj/zcfz/300168.html
77,300190,维尔利,详细  数据,114万,1112万,245万,3604万,-,923万,203万,1749万,-,48.52,1855万,12-31,http://data.eastmoney.com/bbsj/zcfz/300190.html
78,002539,云图控股,详细  数据,1.76亿,541万,1.95亿,10.30亿,-,5870万,1.99亿,6.59亿,-,64.01,3.71亿,12-28,http://data.eastmoney.com/bbsj/zcfz/002539.html
79,002541,鸿路钢构,详细  数据,1.18亿,7440万,2.05亿,7.21亿,-,4950万,5516万,5.75亿,-,79.74,1.46亿,12-28,http://data.eastmoney.com/bbsj/zcfz/002541.html
80,002540,亚太科技,详细  数据,2117万,1.32亿,7151万,4.65亿,-,1782万,407万,2.13亿,-,45.83,2.52亿,12-28,http://data.eastmoney.com/bbsj/zcfz/002540.html
81,002538,司尔特,详细  数据,4261万,284万,1.53亿,6.26亿,-13.2,5891万,2060万,4.74亿,-21.7,75.68,1.52亿,12-28,http://data.eastmoney.com/bbsj/zcfz/002538.html
82,601700,风范股份,详细  数据,1.41亿,1.54亿,2.01亿,7.52亿,-,9133万,1.15亿,5.86亿,-,77.95,1.66亿,12-28,http://data.eastmoney.com/bbsj/zcfz/601700.html
83,300196,长海股份,详细  数据,3855万,2439万,853万,3.32亿,-,2851万,622万,2.36亿,-,71.05,9600万,12-27,http://data.eastmoney.com/bbsj/zcfz/300196.html
84,300345,红宇新材,详细  数据,323万,2489万,796万,6831万,-,204万,1.37万,2115万,-,30.95,4717万,12-27,http://data.eastmoney.com/bbsj/zcfz/300345.html
85,300161,华中数控,详细  数据,9768万,9485万,5616万,3.48亿,-,8308万,1636万,2.25亿,-,64.57,1.23亿,12-24,http://data.eastmoney.com/bbsj/zcfz/300161.html
86,601558,ST锐电,详细  数据,8.10亿,5.92亿,8.81亿,26.55亿,-,7.30亿,16.84亿,24.33亿,-,91.62,2.22亿,12-24,http://data.eastmoney.com/bbsj/zcfz/601558.html
87,300163,先锋新材,详细  数据,1960万,1631万,899万,1.43亿,-,4692万,448万,8805万,-,61.75,5454万,12-24,http://data.eastmoney.com/bbsj/zcfz/300163.html
88,300162,雷曼股份,详细  数据,994万,396万,1102万,4211万,-,1091万,6.07万,1378万,-,32.72,2833万,12-24,http://data.eastmoney.com/bbsj/zcfz/300162.html
89,300205,天喻信息,详细  数据,4205万,1.56亿,3386万,2.93亿,-,8357万,134万,1.61亿,-,55.00,1.32亿,12-24,http://data.eastmoney.com/bbsj/zcfz/300205.html
90,300160,秀强股份,详细  数据,2979万,5975万,3721万,2.80亿,-,2317万,165万,1.99亿,-,71.17,8066万,12-24,http://data.eastmoney.com/bbsj/zcfz/300160.html
91,300164,通源石油,详细  数据,7874万,2407万,3155万,1.71亿,-,2601万,-,8343万,-,48.65,8805万,12-24,http://data.eastmoney.com/bbsj/zcfz/300164.html
92,300195,长荣股份,详细  数据,2567万,1708万,5936万,1.59亿,-,2910万,1188万,7236万,-,45.39,8704万,12-24,http://data.eastmoney.com/bbsj/zcfz/300195.html
93,300220,金运激光,详细  数据,439万,355万,2088万,3171万,-,1501万,381万,2351万,-,74.13,820万,12-24,http://data.eastmoney.com/bbsj/zcfz/300220.html
94,601789,宁波建工,详细  数据,2.58亿,5.45亿,4.55亿,24.38亿,-,6.42亿,2.86亿,20.48亿,-,84.03,3.89亿,12-23,http://data.eastmoney.com/bbsj/zcfz/601789.html
95,601216,君正集团,详细  数据,9255万,3445万,1.25亿,23.80亿,-,3.18亿,9511万,17.07亿,-,71.71,6.73亿,12-23,http://data.eastmoney.com/bbsj/zcfz/601216.html
96,002534,杭锅股份,详细  数据,6.67亿,5.59亿,4.97亿,23.18亿,-,4.93亿,7.89亿,16.63亿,-,71.75,6.55亿,12-21,http://data.eastmoney.com/bbsj/zcfz/002534.html
97,002535,林州重机,详细  数据,5101万,1.14亿,7815万,4.67亿,-,1.05亿,2749万,2.71亿,-,57.98,1.96亿,12-21,http://data.eastmoney.com/bbsj/zcfz/002535.html
98,002536,西泵股份,详细  数据,4823万,1.04亿,1.24亿,6.33亿,-,8012万,176万,4.39亿,-,69.43,1.93亿,12-21,http://data.eastmoney.com/bbsj/zcfz/002536.html
99,002537,海联金汇,详细  数据,1879万,4728万,8419万,2.65亿,-,2138万,875万,1.65亿,-,62.12,1.00亿,12-21,http://data.eastmoney.com/bbsj/zcfz/002537.html
