117,600739,辽宁成大,详细,0.2968,91.22亿,42.61,15.50,4.54亿,-47.68,110.20,13.1247,2.25,-0.071,11.89,不分配不转增,商业百货,08-31,http://data.eastmoney.com/bbsj/600739.html
118,600978,宜华生活,详细,0.25,35.63亿,7.29,46.30,3.78亿,-19.54,4.74,5.5666,4.64,0.1522,34.64,不分配不转增,木业家具,08-31,http://data.eastmoney.com/bbsj/600978.html
119,002024,苏宁易购,详细,0.6466,1107亿,32.16,23.05,60.03亿,1959.41,5196.68,8.5841,7.57,-0.5717,14.43,不分配不转增,商业百货,08-31,http://data.eastmoney.com/bbsj/002024.html
120,002018,*ST华信,详细,-0.3,8.27亿,-90.75,-82.60,-6.80亿,-383.98,-789.42,1.2752,-21.38,-0.0355,8.65,不分配不转增,石油行业,08-31,http://data.eastmoney.com/bbsj/002018.html
121,002013,中航机电,详细,0.08,54.50亿,11.68,79.71,2.89亿,13.53,2046.83,2.3367,3.29,-0.174,22.74,不分配不转增,航天航空,08-31,http://data.eastmoney.com/bbsj/002013.html
122,600157,永泰能源,详细,0.0271,107亿,-8.63,28.53,3.37亿,32.16,-134.07,1.9948,1.37,0.2477,25.48,不分配不转增,煤炭采选,08-31,http://data.eastmoney.com/bbsj/600157.html
123,600152,维科技术,详细,0.1222,7.24亿,1.68,55.41,5565万,63.77,1197.92,3.1627,3.99,-0.2354,16.79,不分配不转增,电子元件,08-31,http://data.eastmoney.com/bbsj/600152.html
124,600149,ST坊展,详细,-0.021,316万,-65.84,1817.84,-789万,-44.01,-74.45,0.5166,-3.94,-0.0559,-3.82,不分配不转增,国际贸易,08-31,http://data.eastmoney.com/bbsj/600149.html
125,600139,西部资源,详细,-0.0103,1.72亿,42.36,229.50,-681万,94.38,176.33,0.6158,-1.66,0.0563,63.07,不分配不转增,汽车行业,08-31,http://data.eastmoney.com/bbsj/600139.html
126,600707,彩虹股份,详细,-0.037,2.89亿,51.29,8.91,-1.34亿,-81.01,-290.75,5.6503,-0.66,-0.0561,12.47,不分配不转增,电子元件,08-31,http://data.eastmoney.com/bbsj/600707.html
127,600705,中航资本,详细,0.18,66.25亿,35.55,12.14,15.74亿,23.36,-1.41,2.6652,6.67,-4.0143,45.37,不分配不转增,多元金融,08-31,http://data.eastmoney.com/bbsj/600705.html
128,603706,东方环宇,详细,0.41,1.98亿,-18.05,-,4947万,-1.21,-,4.8618,8.86,-0.1137,39.89,不分配不转增,公用事业,08-31,http://data.eastmoney.com/bbsj/603706.html
129,603773,沃格光电,详细,1.5039,3.66亿,33.75,21.31,1.19亿,18.83,13.32,16.8119,11.41,1.2119,54.41,不分配不转增,电子元件,08-31,http://data.eastmoney.com/bbsj/603773.html
130,603596,伯特利,详细,0.39,13.11亿,24.62,-7.44,1.50亿,22.09,-27.22,4.4429,11.01,0.0845,23.32,不分配不转增,汽车行业,08-31,http://data.eastmoney.com/bbsj/603596.html
131,601200,上海环境,详细,0.3978,12.15亿,1.49,5.49,2.79亿,-6.68,-9.84,8.0027,5.05,0.4646,42.12,不分配不转增,环保工程,08-31,http://data.eastmoney.com/bbsj/601200.html
132,603363,傲农生物,详细,0.04,27.37亿,20.90,1.87,1685万,-73.76,-80.35,1.8852,2.08,-0.1598,13.81,不分配不转增,农牧饲渔,08-31,http://data.eastmoney.com/bbsj/603363.html
133,603922,金鸿顺,详细,0.3,5.36亿,8.12,7.34,3842万,-28.90,-50.25,8.7514,3.39,-0.5244,19.44,不分配不转增,汽车行业,08-31,http://data.eastmoney.com/bbsj/603922.html
134,601881,中国银河,详细,0.13,43.07亿,-24.03,-35.50,13.11亿,-37.93,-70.74,6.3652,2.01,0.422,-,不分配不转增,券商信托,08-31,http://data.eastmoney.com/bbsj/601881.html
135,603336,宏辉果蔬,详细,0.19,3.43亿,3.14,13.21,3352万,-4.02,26.20,4.5272,4.24,0.3135,16.13,不分配不转增,农牧饲渔,08-31,http://data.eastmoney.com/bbsj/603336.html
136,600926,杭州银行,详细,0.59,83.19亿,26.33,-1.01,30.18亿,19.25,-1.69,12.1032,6.94,1.8352,-,不分配不转增,银行,08-31,http://data.eastmoney.com/bbsj/600926.html
