scode,sname,trademarket,reportdate,frdate,fcdate,scdate,tcdate,radate,securitytypecode,trademarketcode
300250,初灵信息,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
600984,建设机械,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
300248,新开普,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300234,开尔新材,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
002679,福建金森,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
002554,惠博普,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,2018-08-07T00:00:00,-,-,2018-08-07T00:00:00,058001001,069001002003
300210,森远股份,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
601388,怡球资源,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
300193,佳士科技,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300194,福安药业,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
603123,翠微股份,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
002472,双环传动,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
300107,建新股份,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300106,西部牧业,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300126,锐奇股份,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300118,东方日升,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300173,智慧松德,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001002002
601208,东材科技,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
300152,科融环境,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300038,数知科技,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
002333,罗普斯金,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
002326,永太科技,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
300015,爱尔眼科,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300020,银江股份,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
601519,大智慧,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
300006,莱美药业,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300013,新宁物流,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,2018-08-09T00:00:00,-,-,2018-08-09T00:00:00,058001001,069001002002
002548,金新农,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
002506,协鑫集成,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
300135,宝利国际,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
300042,朗科科技,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
002373,千方科技,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
300127,银河磁体,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
002613,北玻股份,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
300286,安科瑞,深交所创业板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002002
002436,兴森科技,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,2018-08-07T00:00:00,-,-,2018-08-07T00:00:00,058001001,069001002003
601238,广汽集团,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
601999,出版传媒,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
601766,中国中车,上交所主板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001001001
002397,梦洁股份,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
002179,中航光电,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
002158,汉钟精机,深交所中小板,2018-06-30T00:00:00,2018-08-25T00:00:00,-,-,-,2018-08-25T00:00:00,058001001,069001002003
002035,华帝股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
600377,宁沪高速,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
000023,深天地A,深交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002001
600536,中国软件,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002007,华兰生物,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
601998,中信银行,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-28T00:00:00,-,-,2018-08-28T00:00:00,058001001,069001001001
002002,鸿达兴业,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
600995,文山电力,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
600467,好当家,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
600028,中国石化,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
600012,皖通高速,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002261,拓维信息,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002600,领益智造,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002067,景兴纸业,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
000598,兴蓉环境,深交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002001
601601,中国太保,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
601869,长飞光纤,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002928,华夏航空,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001002003
300716,国立科技,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
300719,安达维尔,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
002919,名臣健康,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
300683,海特生物,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
603527,众源新材,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
300681,英搏尔,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-13T00:00:00,2018-08-14T00:00:00,-,2018-08-14T00:00:00,058001001,069001002002
002888,惠威科技,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
300651,金陵体育,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
300637,扬帆新材,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
300645,正元智慧,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
300613,富瀚微,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
002868,绿康生化,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
603677,奇精机械,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
300587,天铁股份,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
300582,英飞特,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
300364,中文在线,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
603118,共进股份,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
601968,宝钢包装,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002762,金发拉比,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
601500,通用股份,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002763,汇洁股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
603843,正平股份,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002695,煌上煌,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
603167,渤海轮渡,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002692,睿康股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002687,乔治白,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
601929,吉视传媒,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001001001
002309,中利集团,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
600655,豫园股份,上交所主板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001001001
002620,瑞和股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002555,三七互娱,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002517,恺英网络,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
300155,安居宝,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
002487,大金重工,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002582,好想你,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002447,晨鑫科技,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001002003
002417,深南股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002403,爱仕达,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-28T00:00:00,-,-,2018-08-28T00:00:00,058001001,069001002003
002343,慈文传媒,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002355,兴民智通,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
300080,易成新能,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
002455,百川股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002404,嘉欣丝绸,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002323,*ST百特,深交所风险警示板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001002005
300041,回天新材,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
002301,齐心集团,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
300285,国瓷材料,深交所创业板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002002
002545,东方铁塔,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002580,圣阳股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002359,北讯集团,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002411,必康股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002663,普邦股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002446,盛路通信,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002560,通达股份,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002201,九鼎新材,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
002197,证通电子,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,2018-08-11T00:00:00,-,-,2018-08-11T00:00:00,058001001,069001002003
002166,莱茵生物,深交所中小板,2018-06-30T00:00:00,2018-08-27T00:00:00,-,-,-,2018-08-27T00:00:00,058001001,069001002003
000159,国际实业,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000099,中信海直,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000078,海王生物,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000068,华控赛格,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000060,中金岭南,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,2018-08-29T00:00:00,-,-,2018-08-29T00:00:00,058001001,069001002001
002048,宁波华翔,深交所中小板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002003
002041,登海种业,深交所中小板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002003
600027,华电国际,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,2018-08-29T00:00:00,-,-,2018-08-29T00:00:00,058001001,069001001001
002036,联创电子,深交所中小板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002003
601288,农业银行,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,2018-08-29T00:00:00,-,-,2018-08-29T00:00:00,058001001,069001001001
600527,江南高纤,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600021,上海电力,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600406,国电南瑞,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600480,凌云股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600623,华谊集团,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600621,华鑫股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600612,老凤祥,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600606,绿地控股,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600598,北大荒,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600597,光明乳业,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600582,天地科技,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
000591,太阳能,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000836,鑫茂科技,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000816,*ST慧业,深交所风险警示板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002005
600448,华纺股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600416,湘电股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600558,大西洋,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600556,ST慧球,上交所风险警示板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001003
600550,保变电气,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
000952,广济药业,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000950,重药控股,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000930,中粮生化,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000910,大亚圣象,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
600371,万向德农,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600359,新农开发,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
000890,法尔胜,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000889,茂业通信,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
600226,瀚叶股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600218,全柴动力,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600202,*ST哈空,上交所风险警示板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001003
600197,伊力特,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,2018-08-08T00:00:00,-,-,2018-08-08T00:00:00,058001001,069001001001
600196,复星医药,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
000020,深华发A,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000019,深深宝A,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000012,南玻A,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
600898,国美通讯,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600179,安通控股,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600175,美都能源,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600171,上海贝岭,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600158,中体产业,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600893,航发动力,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600892,大晟文化,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600523,贵航股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
000586,汇源通信,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000581,威孚高科,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000789,万年青,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000777,中核科技,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000768,中航飞机,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
000761,本钢板材,深交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002001
600824,益民集团,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600809,山西汾酒,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
601377,兴业证券,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
603609,禾丰牧业,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
002026,山东威达,深交所中小板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002003
002023,海特高新,深交所中小板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001002003
600482,中国动力,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600965,福成股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600143,金发科技,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600155,华创阳安,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600153,建发股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600137,浪莎股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600133,东湖高新,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600715,文投控股,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600711,盛屯矿业,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600708,光明地产,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,2018-08-25T00:00:00,-,-,2018-08-25T00:00:00,058001001,069001001001
600694,大商股份,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600122,宏图高科,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600112,天成控股,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600107,美尔雅,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001001001
600090,同济堂,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
600089,特变电工,上交所主板,2018-06-30T00:00:00,2018-08-28T00:00:00,-,-,-,2018-08-28T00:00:00,058001001,069001001001
