scode,sname,trademarket,reportdate,frdate,fcdate,scdate,tcdate,radate,securitytypecode,trademarketcode
300255,常山药业,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
300258,精锻科技,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002682,龙洲股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002683,宏大爆破,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002574,明牌珠宝,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002514,宝馨科技,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002513,蓝丰生化,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
300237,美晨生态,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002494,华斯股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002483,润邦股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002593,日上集团,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
300138,晨光生物,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002482,广田集团,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
300305,裕兴股份,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
300197,铁汉生态,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-07T00:00:00,-,-,2018-08-07T00:00:00,058001001,069001002002
300085,银之杰,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
300272,开能健康,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
300086,康芝药业,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002466,天齐锂业,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001002003
002385,大北农,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002384,东山精密,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-02T00:00:00,-,-,2018-08-02T00:00:00,058001001,069001002003
300043,星辉娱乐,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-07T00:00:00,-,-,2018-08-07T00:00:00,058001001,069001002002
002348,高乐股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002538,司尔特,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-07-27T00:00:00,-,-,2018-07-27T00:00:00,058001001,069001002003
002398,建研集团,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002305,南国置业,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
300033,同花顺,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002365,永安药业,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002321,华英农业,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
601100,恒立液压,上交所主板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001001001
300068,南都电源,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002610,爱康科技,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002504,弘高创意,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001002003
002567,唐人神,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-28T00:00:00,2018-08-25T00:00:00,-,2018-08-25T00:00:00,058001001,069001002003
300012,华测检测,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002002
002576,通达动力,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002294,信立泰,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002601,龙蟒佰利,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002283,天润曲轴,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002282,博深工具,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002236,大华股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002225,濮耐股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-07-31T00:00:00,-,-,2018-07-31T00:00:00,058001001,069001002003
002253,川大智胜,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002583,海能达,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002245,澳洋顺昌,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002297,博云新材,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
002173,创新医疗,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
300161,华中数控,深交所创业板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-23T00:00:00,-,-,2018-08-23T00:00:00,058001001,069001002002
002180,纳思达,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001002003
002295,精艺股份,深交所中小板,2018-06-30T00:00:00,2018-08-21T00:00:00,-,-,-,2018-08-21T00:00:00,058001001,069001002003
000062,深圳华强,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
002043,兔宝宝,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
600970,中材国际,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002039,黔源电力,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
600517,置信电气,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600593,大连圣亚,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600580,卧龙电气,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600508,上海能源,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600415,小商品城,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600397,*ST安煤,上交所风险警示板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001003
600366,宁波韵升,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600223,鲁商置业,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600220,江苏阳光,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600201,生物股份,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600200,江苏吴中,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600189,吉林森工,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
000017,深中华A,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
600706,曲江文旅,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600128,弘业股份,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600784,鲁银投资,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600780,通宝能源,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600355,精伦电子,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600315,上海家化,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600310,桂东电力,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002672,东江环保,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
600688,上海石化,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600495,晋西车轴,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600675,中华企业,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600270,外运发展,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600256,广汇能源,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-17T00:00:00,-,-,2018-08-17T00:00:00,058001001,069001001001
600229,城市传媒,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600070,浙江富润,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002152,广电运通,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002248,华东数控,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
601177,杭齿前进,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002100,天康生物,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002090,金智科技,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002086,东方海洋,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002097,山河智能,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002234,民和股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
601898,中煤能源,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002287,奇正藏药,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002064,华峰氨纶,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002060,粤水电,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002298,中电兴发,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300205,天喻信息,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
000633,合金投资,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
000619,海螺型材,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
601318,中国平安,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002307,北新路桥,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
000728,国元证券,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-08T00:00:00,-,-,2018-08-08T00:00:00,058001001,069001002001
000721,西安饮食,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
000718,苏宁环球,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
000710,贝瑞基因,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
002034,旺能环境,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
600746,江苏索普,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
600736,苏州高新,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002029,七匹狼,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603657,春光科技,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002864,盘龙药业,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002901,大博医疗,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603595,东尼电子,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603722,阿科力,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002887,绿茵生态,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002909,集泰股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002883,中设股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300514,友讯达,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
300650,太龙照明,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
300661,圣邦股份,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
603496,恒为科技,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002863,今飞凯达,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002902,铭普光磁,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603180,金牌厨柜,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002878,元隆雅图,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603096,新经典,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002875,安奈儿,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002774,快意电梯,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603991,至正股份,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603960,克来机电,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603955,大千生态,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603817,海峡环保,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603358,华达科技,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-28T00:00:00,-,-,2018-08-28T00:00:00,058001001,069001001001
603966,法兰泰克,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603388,元成股份,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
601838,成都银行,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002785,万里石,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603299,井神股份,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603027,千禾味业,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002828,贝肯能源,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603339,四方科技,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002731,萃华珠宝,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002820,桂发祥,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603222,济民制药,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603338,浙江鼎力,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603936,博敏电子,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002795,永和智控,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002793,东音股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300484,蓝海华腾,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
601882,海天精工,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603031,安德利,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603999,读者传媒,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603866,桃李面包,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002742,三圣股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
603818,曲美家居,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
603997,继峰股份,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002782,可立克,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300389,艾比森,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
002719,麦趣尔,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-30T00:00:00,-,-,2018-08-30T00:00:00,058001001,069001002003
300368,汇金股份,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
300380,安硕信息,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
002738,中矿资源,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002783,凯龙股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002505,大康农业,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300349,金卡智能,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
300316,晶盛机电,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
002665,首航节能,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002650,加加食品,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300288,朗玛信息,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
002625,光启技术,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002244,滨江集团,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002310,东方园林,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-07T00:00:00,-,-,2018-08-07T00:00:00,058001001,069001002003
000025,特力A,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
600683,京投发展,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
000726,鲁泰A,深交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002001
002106,莱宝高科,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002028,思源电气,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002621,三垒股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300321,同大股份,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
002581,未名医药,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300219,鸿利智汇,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
300226,上海钢联,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-15T00:00:00,-,-,2018-08-15T00:00:00,058001001,069001002002
300176,鸿特科技,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-29T00:00:00,-,-,2018-08-29T00:00:00,058001001,069001002002
002571,德力股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002541,鸿路钢构,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002615,哈尔斯,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002473,*ST圣莱,深交所风险警示板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002005
601000,唐山港,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002452,长高集团,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002586,围海股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001002003
300067,安诺其,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
002394,联发股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002568,百润股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
300021,大禹节水,深交所创业板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002002
601216,君正集团,上交所主板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001001001
002488,金固股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,2018-08-31T00:00:00,-,-,2018-08-31T00:00:00,058001001,069001002003
002476,宝莫股份,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
002363,隆基机械,深交所中小板,2018-06-30T00:00:00,2018-08-22T00:00:00,-,-,-,2018-08-22T00:00:00,058001001,069001002003
