scode,sname,securitytype,trademarket,ldate,rdate,basiceps,yysr,ys,yshz,qntqys,jlr,lr,sjlhz,qntqjlr,parentbvps,roeweighted,publishname,securitytypecode,trademarketcode
002296,辉煌科技,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.0513,183786068.91,-14.916848966629479,42.416233425831514,216007595.72,19305042.2,-22.682353255210035,428.21082430624335,24968481.34,3.7357,1.36,通讯行业,058001001,069001002003
002362,汉王科技,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.0947,296736342.69,13.193036885705379,16.04742854942059,262150703.66,20562581.65,2.0389526916125296,17.47322659796452,20151698.06,3.98,2.42,软件服务,058001001,069001002003
002054,德美化工,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.0681,833175810.56,-38.67991966378508,43.98600863664181,1358732418.47,28535454.37,12.03363776611878,829.0913810192561,25470434.54,4.268,1.59,化工行业,058001001,069001002003
002003,伟星股份,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.24,1265054675.35,7.663480872234703,99.54621787205069,1175008150.49,180919270.63,10.894702651468668,908.5719121507162,163145097.38,2.91,7.31,纺织服装,058001001,069001002003
002039,黔源电力,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.4585,1073040749.41,34.29793377971304,76.67649510874855,799000192.49,140026050.73,197.09391351787593,504.7875947369797,47131914.98,7.87,5.84,电力行业,058001001,069001002003
002252,上海莱士,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,-0.17,960763673.08,10.76807106342274,102.60764357741787,867365174.69,-855176948.03,-220.6449131785576,75.93905436668985,708837965.48,2.32,-7.1,医药制造,058001001,069001002003
002179,中航光电,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.593,3584825699.13,18.204577531310097,42.66863194263675,3032730012.66,465400446.44,5.3816608465953175,78.05324904552565,441633243.11,6.6704,9.1,电子元件,058001001,069001002003
002192,融捷股份,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,-0.012,189706187.38,101.44807507379083,395.4798251114401,94171258.43,-3123393.83,-597.8840888673685,124.78376566233553,627333.53,2.95,-0.41,电子元件,058001001,069001002003
002165,红宝丽,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.02,1254620600.0,11.547584761375147,3.755072202564927,1124740264.6,10117400.0,-75.0717985372959,140.17852362070198,40586161.08,2.46,0.65,化工行业,058001001,069001002003
601108,财通证券,A股,上交所主板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.16,1814142700.0,-16.1313261884488,-5.156666919249224,2163075457.8,584506800.0,-28.792520631598457,-37.310169978198395,820850288.74,5.6,2.78,券商信托,058001001,069001001001
002926,华西证券,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.21,1360875800.0,0.5836575394561828,0.2467461476147823,1352979035.85,536731800.0,-6.506249117342468,-13.208752052774997,574083075.0,6.86,3.15,券商信托,058001001,069001002003
002859,洁美科技,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.4111,597881301.97,36.80462186290474,29.976918296923756,437032969.96,105127593.02,30.61115847065684,157.2280979728981,80488982.91,5.52,7.59,电子元件,058001001,069001002003
002797,第一创业,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.02,761860200.0,-12.67549798674831,-28.019712670352465,872447231.23,72192900.0,-61.84717708871247,-95.36619529548953,189220336.77,2.51,0.82,券商信托,058001001,069001002003
601231,环旭电子,A股,上交所主板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.18,12804853159.94,-0.6740376164462718,5.672883306840061,12891748393.53,392133268.06,-29.47669910340109,9.540371828297479,556033627.29,3.96,4.51,电子元件,058001001,069001001001
002641,永高股份,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.07,2319365587.66,18.236799842269384,50.152374131915245,1961627505.78,83082000.78,31.51825826114285,903.494439402556,63171457.62,2.44,3.04,塑胶制品,058001001,069001002003
002410,广联达,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.131,1071967527.0,17.859449485641345,114.66778055265121,909530403.95,146993716.87,3.468004833797661,59.4192135377554,142066832.26,2.61,4.73,软件服务,058001001,069001002003
002573,清新环境,A股,深交所中小板,2018-07-28T00:00:00,2018-06-30T00:00:00,0.3261,2297890258.46,48.304068839222715,26.638554552620704,1549445188.15,352644637.86,11.700459366107768,103.1050394566274,315705629.02,4.15,8.0,环保工程,058001001,069001002003
002119,康强电子,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.14,743348193.6,26.4694955240178,17.696502441643368,587768766.31,39551164.1,18.57724711824524,25.73914724070581,33354766.67,2.63,5.25,电子元件,058001001,069001002003
002025,航天电器,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.37,1168748357.79,-8.152164613207512,42.66016671630543,1272483290.29,157014702.96,5.42693648345729,42.411948011148546,148932244.64,5.8,6.41,电子元件,058001001,069001002003
002044,美年健康,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.05,3490185200.0,57.662944113883775,84.9332975715052,2213700384.46,166941200.0,998.0017769518926,369.78941649388526,15204091.97,2.05,2.55,医疗行业,058001001,069001002003
000591,太阳能,A股,深交所主板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.1467,1989849450.78,-13.846955913026255,37.237222680824935,2309668186.27,441095495.62,12.237136894378098,110.83214262724586,393003160.83,4.1,3.61,电力行业,058001001,069001002001
002500,山西证券,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.0391,2980446100.0,41.953638268293716,24.30286561963005,2099591202.0,110273500.0,-53.54636193642898,-74.40486715521588,237383991.0,4.3664,0.88,券商信托,058001001,069001002003
002372,伟星新材,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.3,1886855596.18,18.393060078877667,84.58474868124071,1593721452.02,385994782.41,23.613735523478542,158.88109914382204,312258812.32,2.33,11.34,水泥建材,058001001,069001002003
002150,通润装备,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.18,591675192.49,0.9563310633169428,17.873372116638784,586070419.02,49610338.0,15.37015241695128,199.7868058910448,43001016.26,4.09,4.36,金属制品,058001001,069001002003
002880,卫光生物,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.64,299117600.0,-4.173004851492472,28.24953499987909,312143357.45,69164900.0,-8.731729855902696,79.52703348101687,75781977.56,-,5.67,医药制造,058001001,069001002003
002875,安奈儿,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.42,568421214.65,17.481436889838562,-13.084716999605908,483839174.68,55399623.12,24.623991299177835,-46.52673129077521,44453417.47,6.3,6.75,纺织服装,058001001,069001002003
002857,三晖电气,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.02,48321096.25,-24.917237007484616,109.75966296215742,64357109.84,2392856.12,379.70781491418876,327.4810184906326,498815.33,3.31,0.56,仪器仪表,058001001,069001002003
601881,中国银河,A股,上交所主板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.13,4312000000.0,-23.932392476481727,-35.290928403802255,5668641541.89,1326000000.0,-37.2222187174661,-69.2705151403798,2112212271.46,6.36,2.04,券商信托,058001001,069001001001
002802,洪汇新材,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.35,252650579.31,43.249410859260685,28.42292169614297,176371112.31,38413766.34,1.078165969691417,54.662546065394565,38004019.93,5.37,6.16,化工行业,058001001,069001002003
002008,大族激光,A股,深交所中小板,2018-07-27T00:00:00,2018-06-30T00:00:00,0.95,5106989814.2,-7.746401614643459,101.82018302029519,5535816383.95,1018597903.08,11.43050742905605,79.45484658807707,914110441.19,7.7,12.96,机械行业,058001001,069001002003
002287,奇正藏药,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.4682,542308302.55,18.333397043425485,38.892240581072585,458288459.64,190076772.03,12.041141065211075,46.595032844217826,169649086.24,4.68,9.78,医药制造,058001001,069001002003
002080,中材科技,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.2978,4745891786.04,5.968281764448504,27.687071510231302,4478596526.26,384393569.36,2.9054442563316694,59.312794323317874,373540556.71,7.83,4.11,玻璃陶瓷,058001001,069001002003
002116,中国海诚,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.23,2058995528.73,8.380211847057684,15.141484339914033,1899789171.51,97772854.73,11.077118636261813,30.455176099830382,88022498.18,3.1611,7.16,工程建设,058001001,069001002003
000598,兴蓉环境,A股,深交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.18,1923493600.0,10.536602135623701,14.868963745855316,1740141783.66,532134300.0,17.311204417431696,30.448031228487775,453609101.23,3.34,5.37,公用事业,058001001,069001002001
000550,江铃汽车,A股,深交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.37,14287497000.0,-8.80210018162359,20.449553265795082,15666475904.0,318951000.0,-42.313398899615486,7.641963281255889,552903090.0,12.3,2.72,汽车行业,058001001,069001002001
200550,江铃B,B股,深交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.37,14287497000.0,-8.80210018162359,20.449553265795082,15666475904.0,318951000.0,-42.313398899615486,7.641963281255889,552903090.0,12.3,2.72,汽车行业,058001002,069001002001
600410,华胜天成,A股,上交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.01,2260260000.0,-11.250213646672641,69.71158732388373,2546777961.81,11620000.0,-92.39071597957029,-138.00278983817665,152708191.32,4.4,0.24,软件服务,058001001,069001001001
200058,深赛格B,B股,深交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.079,889418953.59,42.28748745516481,24.382679605548255,625085852.24,97666987.94,95.29966008920518,-44.039579220083716,50008785.42,1.5682,5.01,商业百货,058001002,069001002001
000058,深赛格,A股,深交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.079,889418953.59,42.28748745516481,24.382679605548255,625085852.24,97666987.94,95.29966008920518,-44.039579220083716,50008785.42,1.5682,5.01,商业百货,058001001,069001002001
002235,安妮股份,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.079,347971660.71,21.641022628876204,-21.438863412036742,286064399.32,49036195.79,29.979330121943264,-13.076238733980627,37726149.03,3.633,2.19,造纸印刷,058001001,069001002003
002262,恩华药业,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.2595,1865674775.98,11.180599376418483,1.4331954656894321,1678057850.42,261890415.65,25.203681538838023,57.37911617142615,209171497.54,2.64,10.2,医药制造,058001001,069001002003
601878,浙商证券,A股,上交所主板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.12,1763970600.0,-14.96830725340232,17.56561185299443,2074486045.17,400521700.0,-23.967953545714785,0.2550071196062722,526780112.7,4.04,2.93,券商信托,058001001,069001001001
002142,宁波银行,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,1.12,13522000000.0,9.792167049082586,5.456462967163888,12315997000.0,5701000000.0,19.630929872898694,2.0268598980404,4765490000.0,11.73,10.565,银行,058001001,069001002003
002028,思源电气,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.18,1726846351.4,-7.750911915743291,96.87976182971803,1871938668.73,133167497.74,-8.117652835373763,1966.3418127906477,144932625.09,5.8,3.01,输配电气,058001001,069001002003
002605,姚记扑克,A股,深交所中小板,2018-07-26T00:00:00,2018-06-30T00:00:00,0.1119,310494813.72,8.956480678809347,53.50098103003549,284971404.9,44463075.25,24.496311659859394,111.7067619032886,35714371.5,4.0392,2.74,文教休闲,058001001,069001002003
002030,达安基因,A股,深交所中小板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.07,803967336.53,4.264977226039065,6.842157215945684,771080911.27,59462029.23,2.3350236153689496,13.900250359108757,58105257.74,2.2,3.49,医药制造,058001001,069001002003
600036,招商银行,A股,上交所主板,2018-07-25T00:00:00,2018-06-30T00:00:00,1.77,125831000000.0,11.475221035099842,5.284194727225268,112878000000.0,44756000000.0,14.00188491810795,-2.61091999647173,39259000000.0,18.56,9.79,银行,058001001,069001001001
000049,德赛电池,A股,深交所主板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.6498,6310244289.03,35.170771155948415,11.846737522476344,4668349699.47,133370249.21,16.49435344612897,-24.650615587752117,114486449.57,7.2337,9.17,电子元件,058001001,069001002001
600183,生益科技,A股,上交所主板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.25,5808905400.0,19.65927087724818,5.3871244092605535,4854538522.1,532841800.0,-1.2544813968667574,13.680087684730541,539611121.13,2.8,8.78,电子元件,058001001,069001001001
002383,合众思壮,A股,深交所中小板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.243,2398948578.93,276.9778876096013,72.79750447376486,636363207.97,180474708.12,258.8737633874902,135.60780218538883,50289189.83,5.18,4.79,通讯行业,058001001,069001002003
603896,寿仙谷,A股,上交所主板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.38,226975975.08,35.89075313252679,-20.59381333295486,167028270.76,53987542.96,31.813210840735064,-50.75385554642723,40957611.62,6.88,5.92,医药制造,058001001,069001001001
603416,信捷电气,A股,上交所主板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.48,282312600.0,27.106291053664272,42.643890689011066,222107495.75,67495700.0,5.521784856769715,47.00935107137509,63963758.85,7.1,7.0,仪器仪表,058001001,069001001001
002795,永和智控,A股,深交所中小板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.16,324679272.48,25.266561581446485,46.19691437127652,259190695.73,31901703.67,5.848024106839012,219.94826426801234,30139158.42,2.99,5.04,机械行业,058001001,069001002003
603368,柳药股份,A股,上交所主板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.99,5516184400.0,24.161855322627073,3.432544353292638,4442736769.41,255580700.0,33.24818295524386,25.671955397484787,191808018.94,13.99,7.1,医药制造,058001001,069001001001
002083,孚日股份,A股,深交所中小板,2018-07-25T00:00:00,2018-06-30T00:00:00,0.21,2577822859.74,9.170438642557725,-2.657619989377199,2361282863.56,193155443.62,-20.752929504583474,21.00441702529028,243738276.27,3.57,5.87,纺织服装,058001001,069001002003
002102,冠福股份,A股,深交所中小板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.1249,7139995193.09,82.11307176439946,23.071775716938674,3920638493.39,328939489.94,318.48951579512266,-74.40282223608371,78601608.29,2.09,6.01,医药制造,058001001,069001002003
002057,中钢天源,A股,深交所中小板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.18,622079924.67,9.171823105284933,8.617726217122899,569817290.74,70589239.77,30.300461216121555,0.09204942839569107,54174205.61,3.33,5.49,综合行业,058001001,069001002003
601116,三江购物,A股,上交所主板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.1386,2076978301.76,7.913071462025775,-13.765151930912033,1924677218.08,56935802.25,-13.808011390839486,-51.75065706953287,66056953.98,3.9217,3.4488,商业百货,058001001,069001001001
600420,现代制药,A股,上交所主板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.3698,5850116004.62,27.741249577506405,-11.847187983084567,4579660856.59,410385515.07,14.868634657473187,36.77138204742098,357265076.14,5.8848,6.43,医药制造,058001001,069001001001
600483,福能股份,A股,上交所主板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.26,3836244176.48,55.80175820739007,23.60412888620785,2462259874.74,406659434.21,37.8456445126281,-7.293995596627195,295010724.24,6.83,3.8,电力行业,058001001,069001001001
600979,广安爱众,A股,上交所主板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.1278,963823200.0,1.186546413304871,-7.779698430516957,952521095.11,118863600.0,-20.923736898662032,60.447847057960615,150315145.58,3.7766,3.26,公用事业,058001001,069001001001
600917,重庆燃气,A股,上交所主板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.12,3016582300.0,7.616524703457318,-13.393315386397633,2803084664.1,191987100.0,2.0469030012918434,-20.801536542499548,188136135.79,2.43,4.98,公用事业,058001001,069001001001
002815,崇达技术,A股,深交所中小板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.34,1814627993.69,22.582002166545706,7.044795596930283,1480338028.11,281424810.36,38.61833169271814,19.85697184258268,203021351.45,3.16,10.66,电子元件,058001001,069001002003
002599,盛通股份,A股,深交所中小板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.16,855621080.65,63.08522607347843,25.768706129352033,524646592.0,50226767.21,66.32632924959545,294.234434044023,30197724.82,4.77,3.28,包装材料,058001001,069001002003
601016,节能风电,A股,上交所主板,2018-07-24T00:00:00,2018-06-30T00:00:00,0.081,1213196617.54,30.55819214493045,-1.3032545290675592,929238217.54,337855744.14,47.112150668627855,-27.880035720389074,229658626.16,1.639,4.97,输配电气,058001001,069001001001
002032,苏泊尔,A股,深交所中小板,2018-07-23T00:00:00,2018-06-30T00:00:00,0.904,8849159546.48,25.273010904981284,-18.924595664967583,7063899464.5,739416193.05,22.59478754214638,-36.572583755647244,603138361.65,6.48,13.21,家电行业,058001001,069001002003
601229,上海银行,A股,上交所主板,2018-07-23T00:00:00,2018-06-30T00:00:00,0.86,19750000000.0,28.280006089890314,15.717045644197725,15396008000.0,9372000000.0,20.217700247708496,13.083926009948918,7795857000.0,12.15,7.11,银行,058001001,069001001001
600837,海通证券,A股,上交所主板,2018-07-21T00:00:00,2018-06-30T00:00:00,0.26,10961778900.0,-14.431555866672644,-7.845889574761928,12810538991.36,3032265800.0,-24.63570034416591,-24.937494068010327,4023477712.72,10.17,2.56,券商信托,058001001,069001001001
002020,京新药业,A股,深交所中小板,2018-07-21T00:00:00,2018-06-30T00:00:00,0.2901,1408821727.66,41.08477981011601,18.897592381065557,998563934.08,213003278.61,25.29976788751171,41.97798896690487,169994950.67,5.141,5.51,医药制造,058001001,069001002003
601899,紫金矿业,A股,上交所主板,2018-07-21T00:00:00,2018-06-30T00:00:00,0.11,49813890000.0,32.75338090800497,17.874268492395007,37523631910.0,2523040000.0,67.59937450566815,32.46056438379783,1505399413.0,15.18,7.05,贵金属,058001001,069001001001
002540,亚太科技,A股,深交所中小板,2018-07-21T00:00:00,2018-06-30T00:00:00,0.1482,1754327407.58,10.402868149695045,8.567732880137822,1589023398.56,188326088.1,26.071475488629254,28.039891587116237,149380410.89,3.76,3.96,有色金属,058001001,069001002003
002138,顺络电子,A股,深交所中小板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.28,1129691378.35,38.79006418114872,29.607583078179584,813956953.63,227237804.08,30.729059113772156,22.89659339518656,173823483.18,4.98,5.63,电子元件,058001001,069001002003
002195,二三四五,A股,深交所中小板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.1427,1317769339.64,23.60917091010698,100.0701038434045,1066077322.53,609940045.89,34.636306293633446,81.5553443565452,453027911.03,1.85,7.7,电子信息,058001001,069001002003
002186,全聚德,A股,深交所中小板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.2519,875922217.55,1.4318662995090936,-2.3755790106777077,863557232.56,77689658.87,1.1583434964429733,8.949999354602825,76800050.48,4.8866,5.1,旅游酒店,058001001,069001002003
600965,福成股份,A股,上交所主板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.1,703498000.0,13.325699418882289,-0.8910513397693619,620775343.64,85430000.0,30.376698873341944,35.4762062538169,65525512.41,2.3,4.53,农牧饲渔,058001001,069001001001
600606,绿地控股,A股,上交所主板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.49,158056353500.0,25.32354605392817,11.208432684320364,126118641290.27,5943491700.0,27.60669593459203,-29.698303982843864,4657664440.31,5.29,9.07,房地产,058001001,069001001001
600161,天坛生物,A股,上交所主板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.28,1220289200.0,18.17139607716205,20.405928193095935,1032643465.77,241171400.0,-72.62651976852254,18.97413793422879,881040327.94,3.62,6.4,医药制造,058001001,069001001001
002858,力盛赛车,A股,深交所中小板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.029,147029090.36,119.92250995657947,164.64253262144882,66854952.86,2155602.45,158.22769149513033,243.46870126091778,-3702022.86,5.45,0.54,文化传媒,058001001,069001002003
603689,皖天然气,A股,上交所主板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.26,1552260000.0,15.269563752151932,-7.638870020762583,1346634748.56,87280000.0,35.26408500992411,2.5925494185673648,64525627.77,5.73,4.55,石油行业,058001001,069001001001
603696,安记食品,A股,上交所主板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.13,154498200.0,35.21090735653687,18.6650988938988,114264598.19,21120100.0,24.275434983911122,-6.849925754130609,16994589.48,4.33,2.92,食品饮料,058001001,069001001001
002338,奥普光电,A股,深交所中小板,2018-07-20T00:00:00,2018-06-30T00:00:00,0.09,177159891.57,1.757809632320487,18.041241246280173,174099552.86,21681379.2,-17.964733809110566,31.49991486779834,26429339.73,3.35,2.73,仪器仪表,058001001,069001002003
600469,风神股份,A股,上交所主板,2018-07-20T00:00:00,2018-06-30T00:00:00,-0.16,3130784700.0,-16.35666483416096,18.349715680348304,3743017532.47,-90899700.0,19.199594191822598,111.58389010974166,-112499063.7,3.25,-4.85,汽车行业,058001001,069001001001
000719,中原传媒,A股,深交所主板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.34,4100847300.0,7.713623329297138,58.33241971599355,3807176077.87,349239200.0,8.012341455312352,250.82214310882767,323332681.52,7.18,4.81,文化传媒,058001001,069001002001
000027,深圳能源,A股,深交所主板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.1365,7973110000.0,29.135544766664083,18.73119661059945,6174217961.76,541230000.0,34.19663526651238,690.5667120622254,403311155.25,5.31,2.57,公用事业,058001001,069001002001
600160,巨化股份,A股,上交所主板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.385,8079624768.54,24.43832856001919,2.4417896519452356,6492874713.15,1057455163.54,101.03623339425354,47.55501354169655,526002276.15,4.26,9.34,化工行业,058001001,069001001001
002912,中新赛克,A股,深交所中小板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.58,264943600.0,61.37076209543418,94.29031042006272,164183149.76,62095400.0,73.10841407241378,1923.9114557877717,35870815.6,10.79,5.38,软件服务,058001001,069001002003
603535,嘉诚国际,A股,上交所主板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.42,505301864.29,10.880506319452818,44.73866024867136,455717493.6,62997249.06,27.757275841482915,35.71144566822259,49310106.72,9.39,4.52,交运物流,058001001,069001001001
603496,恒为科技,A股,上交所主板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.3275,218575877.91,52.93841905766654,20.61807064537341,142917573.79,46314559.62,36.59289167301151,44.21334545519051,33907005.74,4.8,6.81,通讯行业,058001001,069001001001
002777,久远银海,A股,深交所中小板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.26,295958600.0,23.00568236855528,43.327669986022805,240605632.44,43449300.0,24.293887173031408,321.47646800067065,34956908.17,5.47,8.18,电子信息,058001001,069001002003
603866,桃李面包,A股,上交所主板,2018-07-19T00:00:00,2018-06-30T00:00:00,0.56,2166657100.0,19.325102900552658,19.097900044013482,1815759674.48,262888500.0,43.54273896655965,43.27958910504988,183143015.03,6.46,8.15,食品饮料,058001001,069001001001
600750,江中药业,A股,上交所主板,2018-07-18T00:00:00,2018-06-30T00:00:00,0.54,895230000.0,2.0012798323205185,-5.525411736710819,877665458.19,228360000.0,8.513425533045483,-3.189199297944533,210444006.24,7.16,7.54,医药制造,058001001,069001001001
600436,片仔癀,A股,上交所主板,2018-07-18T00:00:00,2018-06-30T00:00:00,1.03,2404063300.0,37.15314438174902,-3.298632472928764,1752831341.08,618942000.0,42.87710669735473,-10.209363711963809,433198861.81,7.34,14.03,医药制造,058001001,069001001001
600644,乐山电力,A股,上交所主板,2018-07-18T00:00:00,2018-06-30T00:00:00,0.1077,1076778100.0,7.7933880206181,8.53373833009928,998927781.91,57988000.0,-4.376220062646479,150.89721970762085,60641819.47,2.48,4.45,电力行业,058001001,069001001001
002158,汉钟精机,A股,深交所中小板,2018-07-18T00:00:00,2018-06-30T00:00:00,0.1971,816387326.32,14.543582195595754,38.662199908433124,712730744.64,104538181.05,1.4302664494637534,159.37482211857173,103064089.95,3.31,5.8,机械行业,058001001,069001002003
002152,广电运通,A股,深交所中小板,2018-07-18T00:00:00,2018-06-30T00:00:00,0.14,2119080200.0,38.506509240990994,6.409205287402426,1529949900.27,344010200.0,-35.36829863709869,-18.303325823997938,532262330.63,3.53,3.8,电子信息,058001001,069001002003
603766,隆鑫通用,A股,上交所主板,2018-07-18T00:00:00,2018-06-30T00:00:00,0.1976,5133178400.0,8.271546745037355,13.83164183929777,4741022507.13,417626900.0,-16.666198867106747,-1.7946492256610407,501149466.75,3.0,6.22,机械行业,058001001,069001001001
