scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
601886,016045,80150816,江河集团,装修装饰,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,315076251.99,7214579498.24,6803038890.99,0.0818741469080197,5997085476.21,0.0784996180870967,79931722.54,587667833.28,98755418.51,449553325.68,450570591.33,84312853.91,-,-,-,-,-,19587760.87,-,-,-,-,-,-,-,-,0.094757,0.386815,0.304624,289931818.75,0.3158940345,2018/8/30 17:18:18,5997085476.21
600900,016007,10001317,长江电力,电力行业,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,8522424118.47,19209933633.79,11951559139.09,-0.0187792195913497,8309565585.13,-0.038494230334805,7486215.62,283209765.89,2827429907.08,10215982949.39,10216085073.61,1689852979.1,-,-,-,-,-,499767430.31,-,-,-,-,-,-,-,-,-0.004167,0.050858,0.051526,7816527547.63,-0.0260471728,2018/8/30 16:51:48,8309565585.13
000539,016007,10000881,粤电力A,电力行业,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,448833518.0,13894985179.0,13213530804.0,0.0864957287493091,12200856427.0,0.0965396211154311,10316130.0,271706884.0,631118798.0,989892233.0,1040686811.0,307767578.0,-,-,-,-,-,99532565.0,-,-,-,-,-,-,-,-,0.121876,1.154805,2.486472,413141718.0,1.6347864949,2018/8/30 16:03:46,12200856427.0
600690,016019,10000497,青岛海尔,家电行业,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,4858795529.42,88591626626.07,82990516025.15,0.138174380678245,62924743807.78,0.161795644972156,13106599051.97,5951531296.2,424983265.35,6735191996.93,6905057359.61,966639681.13,-,-,-,-,-,404415631.92,-,-,-,-,-,-,-,-,0.141865,0.148754,0.100055,4475991565.27,0.1849587835,2018/8/30 20:03:14,62924743807.78
600958,016027,80000091,东方证券,券商信托,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,715588921.96,4277336132.79,3565032099.19,0.298978080084056,-,-,-,2685101840.04,-,712304033.6,833324794.14,73847216.67,-,-943517119.57,-,2985874713.05,0.401434344702906,43022140.76,-,-,-943517119.57,-,-,-,-,-,-0.07586,-0.621911,-0.592313,635789901.1,-0.5871044027,2018/9/3 11:00:38,-
000626,016037,10000960,远大控股,国际贸易,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-37188702.08,31060383452.81,31187272077.16,-0.361623178492967,30782261666.29,-0.365187069776161,212035750.14,89253239.55,72518368.17,-25748155.63,-21628039.64,7832208.27,-,-,-,-,-,9797553.96,-,-,-,-,-,-,-,-,-0.360959,-1.373729,-1.150481,-99960167.13,0.1488145934,2018/8/30 15:44:44,30782261666.29
600831,016039,10000780,广电网络,文化传媒,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,112751444.96,1535300497.65,1427385801.39,0.142700388583314,1040567383.63,0.163018923843038,140248330.36,203004194.29,26353354.95,109725794.36,110162497.25,2626009.16,-,-,-,-,-,2279819.48,-,-,-,-,-,-,-,-,0.130841,-0.066268,-0.04561,111681266.78,0.010121329,2018/8/30 17:05:13,1040567383.63
600104,016035,10000077,上汽集团,汽车行业,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,18981863413.56,464852099270.11,453082186669.99,0.170293651883434,397149993349.68,0.168042548443731,29440128706.87,19304321070.08,802697949.9,30032548832.07,30497520420.31,3744959332.13,-,4815317831.41,-,915682133.08,0.490896528120302,3962303926.28,-,915682133.08,4815317831.41,-,-,-,-,-,0.172666,0.240626,0.189473,17261582640.05,0.1011612741,2018/8/30 15:39:13,397149993349.68
000680,016043,10001000,山推股份,机械行业,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,74937658.11,4603322506.51,4586040405.11,0.305429691097658,3911425668.52,0.335886185335268,207851522.12,242892215.35,38119756.42,89969078.79,85884680.87,5619157.7,-,-,-,-,-,34646129.84,-,-,-,-,-,-,-,-,0.321902,0.970921,0.336791,79233158.13,0.6792118103,2018/8/30 17:48:45,3911425668.52
002474,016057,80134454,榕基软件,软件服务,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,25218143.1,345994890.24,346496691.57,0.196359120287348,240662810.08,0.269036317219901,20115373.96,73633954.19,9128620.04,29298900.06,27608170.62,3876856.78,-,-,-,-,-,2192595.31,-,-,-,-,-,-,-,-,0.159457,0.524564,0.212692,4689284.86,-0.690736438,2018/8/30 15:38:48,240662810.08
600626,016037,10000433,申达股份,国际贸易,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,80075790.81,8070766931.13,8027003609.51,0.942952123515875,7157760161.63,0.934050460845009,208506836.37,548862834.19,34086535.86,147333989.7,137734001.47,34951499.45,-,-,-,-,-,36155230.33,-,-,-,-,-,-,-,-,0.942973,0.760494,0.310936,55561100.8,0.2512185689,2018/8/30 16:32:15,7157760161.63
600654,016057,10000461,ST中安,软件服务,002,001,2,,2018-08-31T00:00:00,2018-06-30T00:00:00,-96156025.7,2174678852.45,2266307578.87,0.596833288591457,1897517363.19,0.881287398804255,31074895.74,217223408.58,90160703.53,-88002090.29,-81411371.3,14744654.4,-,-,-,-,-,13805634.31,-,-,-,-,-,-,-,-,0.626622,-1.329766,-0.362836,-133739223.48,-0.2846427895,2018/8/30 20:20:43,1897517363.19
603066,016003,80076033,音飞储存,交运物流,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,56701483.12,352178456.41,298215723.49,0.250114182508947,235475977.7,0.278937539925809,35342870.47,22614279.84,-326995.48,64004223.18,65095713.3,8677491.11,-,-,-,-,-,2424586.94,-,-,-,-,-,-,-,-,0.252595,0.256894,0.3275,48430942.36,0.2907812126,2018/8/30 20:33:15,235475977.7
002013,016034,10001395,中航机电,航天航空,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,289280653.79,5449749940.3,5072997569.52,0.100310553413952,4210207425.04,0.125578280541367,95819645.77,658060080.85,64683542.26,386432468.98,412218696.0,78531168.8,-,-,-,-,-,33835372.51,-,-,-,-,-,-,-,-,0.116785,0.280726,0.135334,214999296.95,0.5266986556,2018/8/30 19:29:43,4210207425.04
000058,016036,10000644,深赛格,商业百货,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,97666987.94,889418953.59,746456245.85,0.411903908237789,609149371.25,0.427711057151769,13188203.04,62110803.7,35209374.08,201660026.64,191019377.21,60481565.64,-,6480864.92,-,-,-,23436470.93,-,-,6480864.92,-,-,-,-,-,0.422875,1.083113,0.952997,52856872.9,0.7173096384,2018/8/30 19:58:42,609149371.25
600635,016006,10000442,大众公用,公用事业,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,126064783.95,2701990918.35,2710018961.24,0.132421809710842,2302242119.71,0.135088208566232,87935621.5,160233647.54,126488059.92,210231418.48,212018145.39,38762138.82,-,-,-,-,-,16827763.41,-,-,-,-,-,-,-,-,0.096987,-0.396543,-0.378178,117764510.94,-0.4040477965,2018/8/30 21:54:12,2302242119.71
600007,016017,10000007,中国国贸,房地产,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,403861695.0,1552120934.0,1010233884.0,0.169399348922229,728341949.0,0.259129028825024,27632632.0,41084399.0,71063208.0,550700525.0,538598975.0,134439217.0,-,-,-,-,-,142111696.0,-,-,-,-,-,-,-,-,0.236781,0.398591,0.369214,412938308.0,0.3987995193,2018/8/30 16:20:47,728341949.0
000061,016009,10000647,农产品,农牧饲渔,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-17608019.19,1099863482.08,1067757999.53,-0.0514242905074306,668141789.41,-0.0854191583804106,59913984.28,159462731.85,137335777.69,66848181.29,68282206.59,58115849.41,-,-,-,-,-,21419854.38,-,-,-,-,-,-,-,-,-0.007106,-0.176068,-2.733861,-48091132.61,-1.1051793158,2018/8/30 20:43:17,668141789.41
002018,016023,10001402,*ST华信,石油行业,002,001,2,,2018-08-31T00:00:00,2018-06-30T00:00:00,-680405194.97,826537010.03,1462366958.37,-0.830037719907228,755050059.37,-0.911691705252883,8645471.48,40731670.46,42806070.65,-635439026.09,-637070504.3,22666299.93,-,-,-,-,-,1968586.15,-,-,-,-,-,-,-,-,-0.90752,-2.885334,-3.839786,-679181586.31,-3.8361864065,2018/8/30 19:14:40,755050059.37
000936,016026,10001197,华西股份,化纤行业,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,98048172.29,1230159161.07,1258950421.95,-0.227026490467268,1056622729.45,-0.26959533078137,17080927.39,67143122.45,116612256.38,132941398.06,132841572.02,22497043.83,-,-,-,-,-,6629741.57,-,-,-,-,-,-,-,-,-0.218146,0.427748,0.188147,96367674.8,0.2019277339,2018/8/30 15:44:46,1056622729.45
000156,016039,10000666,华数传媒,文化传媒,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,316916947.21,1560571184.71,1309525273.67,0.0788766613963716,928758732.44,0.115118753713976,221305880.45,189141521.68,-47714149.77,315820849.81,318045049.16,1128101.95,-,-,-,-,-,3848662.9,-,-,-,-,-,-,-,-,0.042118,0.032764,0.029659,256735446.93,-0.0995660321,2018/8/30 17:09:12,928758732.44
600369,016027,10000296,西南证券,券商信托,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,304691091.3,1415741148.78,1041507156.88,0.195585403299851,-,-,-,777339190.22,-,374233991.9,373790971.86,58379680.19,-,-62660238.29,-,652061839.59,-0.0286368810594008,13863787.8,-,-,-,-,-,-,-,-,0.036547,-0.243509,-0.169122,247700115.52,-0.3840820238,2018/8/30 19:34:17,-
600652,016014,10000459,游久游戏,电子信息,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,16900164.4,60243892.49,76969020.31,-0.0557247244683063,27538465.27,-0.159153733791951,5340992.49,38386519.15,4034055.36,17007674.04,17051175.19,151010.79,-,-,-,-,-,806166.5,-,-,-,-,-,-,-,-,-0.403337,-0.567591,-0.599171,5626982.91,-0.8648693733,2018/8/30 19:46:17,27538465.27
000552,016011,10000894,靖远煤电,煤炭采选,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,340198785.18,2193575780.38,1795011684.1,0.112195619583608,1547784809.82,0.175034152326075,43338379.7,95496378.7,5858915.38,399121122.0,397464056.79,56878522.59,-,-,-,-,-,94950288.7,-,-,-,-,-,-,-,-,0.130279,0.201723,0.217365,336963134.07,0.2191123081,2018/8/30 16:57:17,1547784809.82
603228,016022,80396662,景旺电子,电子元件,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,391124544.15,2274790076.21,1836913004.12,0.158583014160031,1532553712.21,0.144690334696519,78021387.95,203252320.58,-8862348.46,473553797.64,470168898.18,79044354.03,-,-,-,-,-,17411161.13,-,-,-,-,-,-,-,-,0.154726,0.198117,0.238219,366500269.75,0.1562294972,2018/8/30 20:37:14,1532553712.21
000927,016035,10001189,一汽夏利,汽车行业,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-637425672.95,730457058.91,1490169104.78,0.0582103798838174,900461910.41,-0.00998559618163614,183408520.06,269741528.96,45779978.07,-639057594.5,-637086292.84,236973.98,-,-,-,-,-,26092619.3,-,-,-,-,-,-,-,-,0.172816,0.045108,0.070321,-639396974.61,0.0704738469,2018/8/30 17:23:18,900461910.41
601866,016016,10002328,中远海发,港口水运,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,326997481.18,8564429429.02,8777446247.54,0.11050743238239,6545926333.4,0.069816591097343,29205748.0,415900036.16,1474516590.6,677456308.88,679254924.99,300239661.74,-,194948185.58,-,18277991.77,-0.159497724479777,18156656.02,-,18277991.77,194948185.58,-,-,-,-,-,0.084729,-0.477783,-0.689959,231601627.44,-0.7770486103,2018/8/30 16:38:15,6545926333.4
002266,016043,80122387,浙富控股,机械行业,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,63714752.02,529961847.54,570346112.0,0.0603452170368577,419164035.58,0.0421366418713606,23681880.62,74045441.66,47404443.54,80623814.17,82381082.89,7771685.2,-,-,-,-,-,9470457.26,-,-,-,-,-,-,-,-,-0.011131,0.024124,0.238524,39884260.58,-0.1224249424,2018/8/30 18:37:18,419164035.58
000540,016017,10000882,中天金融,房地产,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,4739073495.78,6561542696.97,7037100182.83,-0.152806015057305,2701945191.79,-0.537675601261836,79246227.32,647093120.94,1132749099.05,7884941344.03,7882024921.69,3144783092.04,-,-,-,51101875.42,4.6045000650153,272934025.89,-,51101875.42,-,-,-,-,-,-,-0.321065,3.960507,2.329743,240978196.16,-0.8311011429,2018/8/30 18:37:17,2701945191.79
002024,016036,10001410,苏宁易购,商业百货,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,6003107000.0,110678355000.0,110905704000.0,0.317744007588104,94707439000.0,0.314360678705302,11549329000.0,2430249000.0,276845000.0,5750895000.0,5932771000.0,252296000.0,-,-,-,-,-,396436000.0,-,-,-,-,-,-,-,-,0.321598,19.85093,19.594132,32681000.0,1.1666046422,2018/8/31 9:41:36,94707439000.0
600567,016025,10000382,山鹰纸业,造纸印刷,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,1706002303.98,11954012577.33,10434967750.53,0.551837638911199,9185280420.5,0.577514925259488,425824700.05,383146629.53,374037562.34,2012166062.4,2018562751.47,311419168.79,-,-,-,-,-,143935752.01,-,-,-,-,-,-,-,-,0.602097,1.359795,1.064802,1485814750.14,0.8459992565,2018/8/30 17:04:16,9185280420.5
002586,016005,80173992,围海股份,工程建设,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,99770333.31,1491843225.54,1444082885.1,0.523986492989786,1319924583.78,0.531767309550858,775791.1,50373429.24,50596565.27,132404092.72,131991088.4,30727387.15,-,-,-,-,-,7603554.77,-,-,-,-,-,-,-,-,0.529895,2.781065,3.325285,49937022.35,2.4118780125,2018/8/30 17:30:22,1319924583.78
002340,016040,80135888,格林美,材料行业,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,411216823.02,7026384337.01,6496555561.38,0.639829295699663,5615115736.87,0.674321702151578,37885775.7,466427487.03,303375311.57,535052344.32,537985003.7,91925400.5,-,-,-,-,-,44135973.97,-,-,-,-,-,-,-,-,0.639178,0.4823,0.508318,419064827.22,0.6045042675,2018/8/30 18:18:47,5615115736.87
002619,016039,80150596,艾格拉斯,文化传媒,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,263700426.86,346394665.96,128731009.84,-0.293211724636693,62916084.97,-0.284225761921026,10216000.84,48012109.01,-760093.5,265326362.38,265544494.0,1844067.14,-,-,-,-,-,1378783.63,-,-,-,-,-,-,-,-,0.1519,1.196709,1.223482,222651395.27,0.8975673303,2018/8/30 18:21:14,62916084.97
001896,016007,10001162,豫能控股,电力行业,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-312136629.19,4434364908.57,4963433484.94,0.447140224615861,4675382720.25,0.478722494291923,3475292.66,57012302.95,188204438.31,-538360031.82,-540338088.82,-133052503.89,-,-,-,-,-,39282590.65,-,-,-,-,-,-,-,-,0.384559,-1.354101,-5.394305,-321598401.96,-1.2428349558,2018/8/30 15:47:46,4675382720.25
000912,016051,10001176,*ST天化,化肥行业,002,001,2,,2018-08-31T00:00:00,2018-06-30T00:00:00,270529228.62,2137613899.99,1874268692.12,-0.0372245218707368,1659227771.72,-0.00201946876838683,18150382.69,162038892.81,13091039.2,271464400.36,271105778.98,1768849.89,-,-,-,-,-,20696596.4,-,-,-,-,-,-,-,-,0.125351,7.824279,7.972759,266307799.43,6.7564009785,2018/8/30 17:35:46,1659227771.72
600039,016005,10001266,四川路桥,工程建设,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,478055351.39,15473829468.18,14885881899.66,0.16254365668104,14008472771.36,0.170031683439937,4826307.5,232027832.24,715813939.09,587820760.42,598447568.53,103918858.55,-,-,-,-,-,57066275.43,-,-,-,-,-,-,-,-,0.167205,0.267707,0.275162,469914908.26,0.2963877012,2018/8/30 16:23:48,14008472771.36
002492,016003,80137007,恒基达鑫,交运物流,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,33056439.42,125177735.12,88300725.1,0.116212577151891,65017153.54,0.104462210925141,-,18990143.81,2855859.89,39851850.14,39621018.97,8537615.12,-,-,-,-,-,1518061.66,-,-,-,-,-,-,-,-,0.165109,0.052506,-0.147929,30239415.57,-0.0611459998,2018/8/30 18:04:15,65017153.54
000762,016032,10001066,西藏矿业,有色金属,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-37234816.19,235039532.7,260463273.19,0.342296074108499,203000255.43,0.372385336361207,7719592.49,46286867.46,-4135250.8,-26273008.11,-27657024.7,5258271.83,-,-,-,-,-,2042823.12,-,-,-,-,-,-,-,-,0.430313,0.126405,-0.141762,-36301612.78,-0.1350666752,2018/8/30 15:49:41,203000255.43
600149,016037,10000114,ST坊展,国际贸易,002,001,2,,2018-08-31T00:00:00,2018-06-30T00:00:00,-7894989.67,3164412.9,10183309.97,-0.311443038790837,3285152.44,-0.643838325758301,37106.92,5208686.88,1406832.88,-7893758.34,-7865456.45,-,-,-,-,-,-,245530.85,-,-,-,-,-,-,-,-,-0.65842,-0.428657,-0.440137,-7917640.53,-0.4442685309,2018/8/30 18:20:46,3285152.44
600157,016011,10000121,永泰能源,煤炭采选,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,336575916.88,10668967164.12,10763439128.95,-0.0450270578295254,7950580055.22,-0.119885557873598,41370294.6,448094064.55,2125592916.97,615215246.15,613645452.5,249757928.99,-,-,-,-,-,245657847.47,-,-,-,-,-,-,-,-,-0.086276,0.455615,0.321552,-348566348.36,-2.4816294351,2018/8/30 18:20:46,7950580055.22
000815,016025,10001108,美利云,造纸印刷,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,25110109.16,513282051.21,497640438.57,0.295932378571205,433612824.58,0.317689506276948,14727082.98,40316710.78,636077.06,26513015.5,26590947.92,1181809.95,-,-,-,-,-,5846032.82,-,-,-,-,-,-,-,-,0.376512,19.445239,8.177079,12986364.57,2.1343715034,2018/8/30 17:55:46,433612824.58
000670,016014,10000991,盈方微,电子信息,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-46541733.21,75316259.83,102647411.69,-0.342407850296845,68368619.69,-0.186069365810016,3033757.29,31777310.12,-360260.72,-26884630.28,-26798737.65,20368400.91,-,-,-,-,-,56712.75,-,-,-,-,-,-,-,-,-0.522953,-6.57011,-10.417069,-47046264.48,-28.7674640998,2018/8/30 16:01:47,68368619.69
601996,016030,80132882,丰林集团,木业家具,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,68119702.5,646135067.94,600309515.88,0.0743988659357262,497211139.89,0.0407175069684425,49539658.23,43822337.1,4526960.92,65798980.43,72144519.34,2536256.38,-,-,-,-,-,7144125.89,-,-,-,-,-,-,-,-,0.060748,0.046371,0.019465,61756323.33,-0.0149049461,2018/8/30 19:19:17,497211139.89
603883,016024,80154409,老百姓,医药制造,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,221264425.0,4437245897.0,4113727817.0,0.283922140330607,2846156822.0,0.286282481926832,1000267660.0,209291818.0,24810181.0,329443176.0,334163591.0,75915655.0,-,-,-,-,-,26214868.0,-,-,-,-,-,-,-,-,0.284522,0.251868,0.156523,213285231.0,0.1632954606,2018/8/30 20:40:15,2846156822.0
600119,016003,10000091,长江投资,交运物流,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-272890418.64,614130740.93,618500402.52,-0.626603906681098,539126802.32,-0.652827384662705,24052433.21,31856603.26,21644710.8,-267772054.07,-265388043.02,2082465.2,-,-,-,-,-,1985654.62,-,-,-,-,-,-,-,-,-0.632628,-11.576459,-19.931175,-277423050.21,-24.0794719668,2018/8/30 15:38:17,539126802.32
000712,016058,10001029,锦龙股份,多元金融,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-48254164.63,479592536.94,466742229.93,0.246163455315043,-,-,-,441833617.54,-,12850307.01,-3922990.18,24534348.23,-,-377166514.05,-,423799163.67,0.293537214588083,6722381.29,-,-,-,-,-,-,-,-,-0.060536,-0.905479,-1.498803,-41007653.07,-1.4301108864,2018/8/30 16:53:46,-
601111,016001,80037760,中国国航,民航机场,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,3468519000.0,64242322000.0,61393260000.0,0.154520389949538,54252096000.0,0.13844422089598,3062586000.0,2210718000.0,1900218000.0,4981351000.0,4995867000.0,1099007000.0,-,-,-,-,-,110032000.0,-,-,-,-,-,-,-,-,0.119582,-0.027728,0.042718,3134970000.0,-0.0380919243,2018/8/30 17:16:43,54252096000.0
601901,016027,80000068,方正证券,券商信托,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,205831864.98,2308933847.49,2013454295.78,0.0568278366476939,-,-,-,1748929687.04,-,295479551.71,251876587.5,54279857.84,-,215551498.57,-,1561388413.76,-0.10075030099506,19681224.13,-,-,-,-,-,-,-,-,-0.221888,-0.721814,-0.750263,239343100.75,-0.7111234023,2018/8/30 20:05:15,-
601669,016005,80140483,中国电建,工程建设,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,4057301976.0,126888519395.86,120859362904.94,0.0448411725312511,108280839916.87,0.0385790006058381,362184345.56,7194475627.47,3222749731.0,6236874517.62,6300855093.9,1382746923.98,-,204421348.73,-,6120306.13,25.5724059020266,1058512934.46,-,6120306.13,204421348.73,-,-,-,-,-,0.053064,0.197734,0.091625,3809172598.08,0.060706467,2018/8/30 19:02:47,108280839916.87
000046,016017,10000634,泛海控股,房地产,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,1333623510.93,5088855860.55,5186309981.21,-0.0402265465455225,542600713.68,-0.601264216153957,54377407.34,2025070634.67,1072369152.74,505441582.83,1590489715.36,209408952.36,-,-,-,1572681387.86,0.579582591848968,287842688.75,-,1572681387.86,-,-,-,-,-,-,-0.046477,-0.389401,0.475601,246810469.61,-0.6102974243,2018/8/30 17:16:43,542600713.68
600804,016056,10000753,鹏博士,电信运营,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,250291933.86,3522116160.37,3281264472.27,-0.135872667014728,1668838579.73,-0.186752855300072,934935698.33,579931093.08,85031721.62,256996490.18,289692428.47,40699898.67,-,-,-,-,-,9546970.91,-,-,-,-,-,-,-,-,-0.171193,-0.432436,-0.359071,217414648.4,-0.43260723,2018/8/30 19:09:09,1668838579.73
000982,016010,10001232,*ST中绒,纺织服装,002,001,2,,2018-08-31T00:00:00,2018-06-30T00:00:00,-394135706.67,880188587.04,1286325586.19,0.222535234932599,841124818.41,0.379515494420972,61679183.17,60303465.15,276002506.03,-390398731.18,-385777923.82,8824399.05,-,-,-,-,-,19612456.25,-,-,-,-,-,-,-,-,0.224463,-0.23117,-0.270479,-409775187.52,-0.2548598666,2018/8/30 18:35:19,841124818.41
002488,016035,80151787,金固股份,汽车行业,002,001,2,zxb,2018-08-31T00:00:00,2018-06-30T00:00:00,84216529.79,1478686658.51,1407714703.06,0.0221192981746495,1159332935.81,0.0602370039332013,105885085.12,105127192.67,5360994.76,87842056.74,92003694.74,8680242.58,-,-,-,-,-,8245232.07,-,-,-,-,-,-,-,-,0.13276,2.447078,2.294628,70809363.4,1.9459585513,2018/8/30 19:45:13,1159332935.81
000517,016017,10000859,荣安地产,房地产,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,174560991.46,1268224529.6,1057308648.6,-0.662954834827486,808740086.68,-0.713926752049536,56937102.71,53424477.67,24980617.07,208528546.05,209129807.28,35932905.35,-,-,-,-,-,51045170.08,-,-,-,-,-,-,-,-,-0.657121,-0.655584,-0.628353,160431730.4,-0.6324433772,2018/8/30 20:27:13,808740086.68
000413,016022,10000686,东旭光电,电子元件,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,858296089.08,11129851790.88,10088242118.58,1.42364806403252,9021989897.09,1.59703122628381,93892692.42,389977702.76,395227116.3,1173013420.56,1176191505.48,282130776.24,-,-,-,-,-,186096120.7,-,-,-,-,-,-,-,-,1.282373,0.452873,0.346388,811345478.77,0.4383313241,2018/8/30 18:33:18,9021989897.09
000897,016017,10001163,津滨发展,房地产,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-23308387.68,67820339.76,96517304.06,-0.21019038010043,45103068.27,-0.0349057851217231,16350180.98,25361422.62,5250897.07,-26088887.17,-26078164.2,-3161706.54,-,-,-,-,-,3501348.54,-,-,-,-,-,-,-,-,0.008063,0.257807,0.395104,-24637806.23,0.3833183767,2018/8/31 14:42:18,45103068.27
600875,016020,10000824,东方电气,输配电气,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,514298835.52,16541974640.71,16044745057.8,0.0749833879092337,13505501267.05,0.0904643089838295,451729348.43,1148593077.32,-155029790.74,658954650.74,612157172.62,78252390.9,-,396609048.75,-,6605621.34,-0.457212617947594,174496575.22,-,6605621.34,396609048.75,-,-,-,-,-,0.075666,0.128843,0.058146,465268804.22,0.4171366225,2018/8/30 19:19:17,13505501267.05
600811,016042,10000760,东方集团,综合行业,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,525384756.24,4295323692.19,4686842877.7,0.105766361224776,4093543872.86,0.172739304197912,42922221.46,200931173.68,301041822.93,500016470.94,499028698.7,4777802.02,-,-,-,-,-,41719308.84,-,-,-,-,-,-,-,-,0.194744,0.303887,0.301143,500201577.01,1.412934927,2018/8/30 20:15:10,4093543872.86
600083,016005,10000056,博信股份,工程建设,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,13458074.33,1107540827.17,1088423567.42,34.5754629073772,1069811275.56,45.564856958709,5464846.1,10938365.67,-138391.6,19117259.75,19117446.85,5659372.52,-,-,-,-,-,2640206.79,-,-,-,-,-,-,-,-,33.839182,14.993561,10.701557,13457934.0,10.5571647055,2018/8/30 18:20:46,1069811275.56
000610,016038,10000946,西安旅游,旅游酒店,002,001,2,szzb,2018-08-31T00:00:00,2018-06-30T00:00:00,-6707135.58,335838808.34,349346353.02,0.0595882682154751,313909652.89,0.0861831855926519,14764676.45,14092688.21,3413178.84,-7014623.23,-7030099.68,182932.13,-,-,-,-,-,2993824.62,-,-,-,-,-,-,-,-,0.075148,0.124101,0.077075,-10967249.07,0.2150317884,2018/8/30 20:25:48,313909652.89
600236,016007,10000193,桂冠电力,电力行业,002,001,2,shzb,2018-08-31T00:00:00,2018-06-30T00:00:00,1267147655.0,4752438026.71,2998826036.19,-0.0206464294079676,2182593239.69,-0.0260765822779956,-,130506075.7,579832374.85,1778550088.88,1789042724.22,351259453.66,-,-,-,-,-,103251079.57,-,-,-,-,-,-,-,-,0.182723,0.686107,0.812234,1347637987.39,0.8130540679,2018/8/30 18:30:47,2182593239.69
