scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
300127,016022,80133962,银河磁体,电子元件,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,78760136.82,303103990.11,224083860.48,0.275299888882903,194693616.3,0.347440569475259,7709013.78,18276638.86,-2483390.67,93282661.46,93252603.92,13836097.2,-,-,-,-,-,4194803.15,-,-,-,-,-,-,-,-,0.283789,-0.285001,-0.286689,78453200.88,0.3833700759,2018/8/24 16:05:59,194693616.3
600592,016043,10000400,龙溪股份,机械行业,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,53538235.52,569157708.82,539296995.62,0.329813269199177,416070914.33,0.340957527278495,25112358.66,70935685.0,4640704.84,60015632.33,59657630.04,7406902.55,-,-,-,-,-,6955589.73,-,-,-,-,-,-,-,-,0.33713,0.786663,0.839629,29366288.6,0.6210938707,2018/8/24 18:52:59,416070914.33
300006,016024,80133702,莱美药业,医药制造,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,80755974.7,688580882.88,649415110.78,0.312294148002939,292142716.97,-0.0840040096907269,243013109.39,71762652.28,24389403.34,90844595.64,90785655.63,11907628.79,-,-,-,-,-,12832794.61,-,-,-,-,-,-,-,-,0.296479,0.952874,0.859206,31104348.31,-0.1889760366,2018/8/24 19:49:01,292142716.97
300135,016041,80153031,宝利国际,化工行业,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,25195427.53,722566876.65,715465892.64,0.0470100713902869,623336352.65,0.0118617062072913,17079733.84,54362732.4,32415843.6,37512097.48,31874852.99,6782461.25,-,-,-,-,-,3903496.49,-,-,-,-,-,-,-,-,0.095804,3.902385,0.225577,2770179.91,1.1435371897,2018/8/24 19:49:35,623336352.65
300194,016024,80165006,福安药业,医药制造,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,172772793.16,1434604741.02,1255127170.07,0.727010343520692,529404469.75,0.129154360009083,589196159.23,112713827.77,-1161317.12,198170899.06,201999709.74,29240956.12,-,-,-,-,-,21702732.45,-,-,-,-,-,-,-,-,0.52247,-0.128484,-0.048026,157487732.67,-0.1166524261,2018/8/24 15:49:31,529404469.75
600538,016050,10000365,国发股份,农药兽药,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-5469381.57,102741224.12,111838238.75,-0.465825509467358,84423537.91,-0.480351692722349,13406937.93,12910215.63,-2709260.67,-5463745.6,-5376657.03,117343.96,-,-,-,-,-,1597013.46,-,-,-,-,-,-,-,-,-0.451372,0.725253,0.580054,-9666533.12,0.3402473689,2018/8/24 18:34:28,84423537.91
002373,016057,80139208,千方科技,软件服务,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,286911175.74,2874810602.3,2658913116.22,0.550405358301257,1947801952.13,0.569790338746931,306241901.69,370467266.04,-363699.39,355324538.3,355476451.59,13299267.86,-,-,-,-,-,13679434.72,-,-,-,-,-,-,-,-,0.499375,0.074599,0.530161,228683633.46,1.1969139835,2018/8/24 20:15:33,1947801952.13
000968,016023,10001219,蓝焰控股,石油行业,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,329170089.56,1003043936.5,734889611.26,0.128242672353818,578689497.86,0.165011796775164,2332622.07,64708448.29,70667472.94,392870690.3,392955903.62,67767578.5,-,-,-,-,-,12419305.12,-,-,-,-,-,-,-,-,0.24737,0.337264,0.318311,327899198.18,0.3213816733,2018/8/24 16:27:02,578689497.86
000972,016012,10001223,*ST中基,食品饮料,002,001,2,,2018-08-25T00:00:00,2018-06-30T00:00:00,-83846141.9,336010975.33,427338677.02,0.983931432204901,335932957.78,1.24146466049569,28323641.88,28378767.68,19769675.5,-90493106.62,-89475163.86,-536991.29,-,-,-,-,-,3818608.38,-,-,-,-,-,-,-,-,0.909469,-1.297433,-1.092583,-85391823.06,-1.131454538,2018/8/24 15:42:57,335932957.78
600883,016004,10000832,博闻科技,水泥建材,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,7134992.79,20292279.63,25037549.0,0.2231889094228,20085253.55,0.750630321372883,696479.98,7872407.51,-3360514.48,7224922.79,7134992.79,-,-,-,-,-,-,176328.65,-,-,-,-,-,-,-,-,0.618569,-0.806251,-0.824275,4808940.64,-0.5741962679,2018/8/24 16:03:58,20085253.55
002154,016010,80086107,报喜鸟,纺织服装,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,39390148.45,1412542719.13,1367954393.0,0.17446113728947,516615848.08,0.15362182050771,526566012.8,221824351.29,10152156.82,57571626.86,65615435.13,28512350.89,-,-,-,-,-,18157411.03,-,-,-,-,-,-,-,-,0.230754,5.555074,2.287151,17194056.41,1.4412413472,2018/8/24 16:03:27,516615848.08
603733,016025,80131693,仙鹤股份,造纸印刷,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,174560730.68,1883742473.85,1748239852.49,0.533522008318697,1522919669.12,0.546508123468835,64710196.92,85644283.77,50808598.98,204837908.44,205579677.07,30864100.81,-,-,-,-,-,17657205.84,-,-,-,-,-,-,-,-,0.52825,0.011788,-0.04857,170221810.48,0.0687469329,2018/8/24 20:27:01,1522919669.12
000813,016024,10001107,德展健康,医药制造,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,443722311.12,1661003854.16,1142704517.92,2.8417470540223,125508984.27,0.111383562740404,872773388.52,113802466.3,-3648803.13,522437824.82,522101621.29,78379310.17,-,-,-,-,-,32615915.15,-,-,-,-,-,-,-,-,1.088605,0.042015,0.038317,440490401.11,0.0410937817,2018/8/24 15:41:54,125508984.27
000821,016043,10001114,京山轻机,机械行业,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,219978841.73,1179648009.74,1086767507.34,0.745270658413637,925651286.22,0.943107505072301,45001526.94,88549885.31,12343234.78,240926028.28,241396996.37,17124050.9,-,-,-,-,-,8005103.02,-,-,-,-,-,-,-,-,0.715433,1.998652,2.084237,88437492.41,0.4257704922,2018/8/24 16:45:27,925651286.22
600055,016047,10000028,万东医疗,医疗行业,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,42550922.1,380436835.24,357393798.34,0.122694768600909,211750204.45,0.172858214179261,72138287.73,66943438.36,-1339500.06,48528787.94,48759993.78,9415929.98,-,-,-,-,-,5462458.7,-,-,-,-,-,-,-,-,0.148496,0.436741,0.404704,36489014.19,0.3132143958,2018/8/24 17:08:27,211750204.45
300369,016057,80198581,绿盟科技,软件服务,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,-60683871.46,416367506.49,521617134.96,0.197417058737186,103301104.21,0.277295939109684,198061968.46,204360411.35,2742210.36,-65976817.5,-65136541.35,-4062652.08,-,-,-,-,-,4202245.37,-,-,-,-,-,-,-,-,0.150509,-0.254051,-0.307934,-80325277.31,-0.5243697964,2018/8/24 20:15:09,103301104.21
600326,016004,10000265,西藏天路,水泥建材,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,216825388.67,2039217516.92,1624294614.53,0.281139144118212,1393497877.96,0.300931452441526,15784799.13,174478222.26,17882418.72,445276862.95,445491800.29,47818071.94,-,-,-,-,-,7945653.65,-,-,-,-,-,-,-,-,0.342873,0.522812,0.086445,227198990.31,0.1311959798,2018/8/24 18:09:29,1393497877.96
600723,016036,10000530,首商股份,商业百货,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,210183717.56,5112871682.72,4776293521.5,-0.0119103645331043,3906488919.13,-0.014830822258465,420883844.4,400584404.49,8777223.9,371326264.5,371312196.64,92378986.53,-,-,-,-,-,38924468.23,-,-,-,-,-,-,-,-,-0.004785,0.177682,0.220589,181965262.4,0.1248456661,2018/8/24 19:47:03,3906488919.13
300230,016018,80174268,永利股份,塑胶制品,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,215938758.33,1597481046.47,1401151243.39,0.166732151806758,1134247646.5,0.204694977221845,89891303.1,165466041.81,-800809.6,255985042.89,256282517.12,30568444.14,-,-,-,-,-,8932782.46,-,-,-,-,-,-,-,-,0.163988,0.433834,0.464097,159506574.31,0.1249325561,2018/8/24 18:38:04,1134247646.5
000673,016039,10000994,当代东方,文化传媒,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,113927057.01,506996895.4,390586843.08,0.186358119679653,318258669.93,0.278961345463481,25166877.05,38880810.67,25215507.27,152532334.02,152157373.34,9375583.7,-,-,-,-,-,4579130.96,-,-,-,-,-,-,-,-,0.254446,1.035712,3.600382,108453593.37,3.5821572601,2018/8/24 19:44:39,318258669.93
600054,016038,10000027,黄山旅游,旅游酒店,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,218855411.64,682270261.26,454003401.72,-0.0111489468835796,317277080.72,-0.0684209363905108,37684793.88,100011580.1,590233.2,307531491.98,305830985.98,75655495.4,-,-,-,-,-,12071543.15,-,-,-,-,-,-,-,-,-0.060056,0.113266,0.170313,160636073.69,-0.1622721713,2018/8/24 18:21:00,317277080.72
600693,016036,10000500,东百集团,商业百货,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,34621587.45,1285684358.53,1190384755.57,-0.315815757358572,969288809.3,-0.375075119341841,101191202.84,49764438.0,25381269.1,95863085.38,98081395.49,34531418.76,-,-,-,-,-,44100046.25,-,-,-,-,-,-,-,-,-0.322258,-0.396143,-0.628706,32783289.46,-0.6294094478,2018/8/24 18:51:58,969288809.3
002397,016010,80104413,梦洁股份,纺织服装,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,91858853.89,1006794109.0,900738714.32,0.291630126469357,547799489.22,0.308665791751149,285104906.74,43885314.71,12374978.32,110347307.78,110163077.05,9864189.48,-,-,-,-,-,8892165.75,-,-,-,-,-,-,-,-,0.282244,0.23229,0.310675,89475095.35,0.2985815575,2018/8/24 16:41:29,547799489.22
000692,016006,10001011,惠天热电,公用事业,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-198567750.71,993604855.2,1246424539.42,0.267828756918979,1104889044.93,0.301755978760592,11598150.07,52321075.08,61257770.66,-252688371.24,-253394261.6,-56143720.1,-,-,-,-,-,11509121.32,-,-,-,-,-,-,-,-,0.053788,-4.854772,-53.648021,-196981263.86,-4.3674837016,2018/8/24 16:15:03,1104889044.93
000750,016027,10001055,国海证券,券商信托,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,102050173.39,986881566.76,824976758.9,-0.147420386414969,-,-,-,660225351.86,-,161904807.86,161137674.15,37681051.8,-,-305083962.3,-,531677284.65,-0.298466947502533,10530727.54,-,-,-,-,-,-,-,-,-0.329012,-0.678226,-0.714851,101504095.19,-0.6956276675,2018/8/24 19:49:30,-
600521,016024,10001261,华海药业,医药制造,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,229349573.09,2538732136.5,2309786076.36,0.112117052606985,1063355600.02,-0.0158896840198936,542650423.42,559912020.7,67900417.07,261275791.64,257624002.25,21811657.76,-,-,-,-,-,35751375.99,-,-,-,-,-,-,-,-,0.080111,-0.19713,-0.223677,203336164.92,-0.1998791373,2018/8/24 19:10:59,1063355600.02
000893,016051,10001160,*ST东凌,化肥行业,002,001,2,,2018-08-25T00:00:00,2018-06-30T00:00:00,-2667687.85,174828284.24,172587886.05,-0.756304105695126,119999288.11,-0.818178845406211,13808625.82,27779268.95,-2383944.68,2537639.66,3012037.58,9415702.12,-,-,-,-,-,14012017.52,-,-,-,-,-,-,-,-,-0.74672,1.14123,0.869861,-2922901.93,0.8627573232,2018/8/24 16:44:00,119999288.11
000501,016036,10000843,鄂武商A,商业百货,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,576457843.7,8852555986.27,8090540947.6,0.0073605404556923,6925186138.28,0.0102646538104155,957039013.56,131641702.21,6159325.64,764620377.38,770545423.15,194087579.45,-,-,-,-,-,87821747.81,-,-,-,-,-,-,-,-,0.00012,-0.112449,-0.124824,569788287.57,-0.0732040796,2018/8/24 15:41:54,6925186138.28
601999,016039,80103301,出版传媒,文化传媒,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,63435734.82,1061050347.95,1014289797.15,0.135709574332139,815723013.89,0.135038776169591,79352923.39,117693079.68,-7318448.39,63264767.11,63472083.23,24792.98,-,-,-,-,-,4804041.09,-,-,-,-,-,-,-,-,0.164861,0.319696,0.096367,52089631.79,1.6761403439,2018/8/24 16:05:02,815723013.89
002612,016010,80182869,朗姿股份,纺织服装,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,111662433.65,1297695924.77,1289560792.98,0.241930537152899,553632075.64,0.0989354774551612,462616651.27,163463286.08,88880203.67,141118745.58,138394481.19,11005681.95,-,-,-,-,-,9997529.28,-,-,-,-,-,-,-,-,0.227333,1.831587,1.057185,107554247.05,1.4772573002,2018/8/24 16:51:28,553632075.64
600318,016058,10000260,新力金融,多元金融,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,31500385.76,275081523.24,154857308.95,-0.091616117851778,46471597.66,-0.123658043465856,-,45039143.55,58326628.66,131336255.61,132315486.56,43524356.15,-,-,-,-,-,2525949.05,-,-,-,-,-,-,-,-,-0.124551,-0.091127,-0.205692,30975400.72,-0.211864524,2018/8/24 16:31:33,46471597.66
300234,016040,80174269,开尔新材,材料行业,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,692919.34,96733518.31,107420770.51,-0.214903762206655,72845285.15,-0.142998650778098,9653206.54,32037616.65,-357810.06,886052.13,854441.86,1517260.49,-,-,-,-,-,2713201.78,-,-,-,-,-,-,-,-,-0.26693,-0.495634,0.124529,-10101283.49,-1.2097685673,2018/8/24 19:40:44,72845285.15
600268,016020,10000219,国电南自,输配电气,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-27729396.34,1644378144.99,1813593178.83,-0.215703003491835,1242694226.26,-0.286968063987349,131266800.42,259084171.6,59924676.0,20041372.47,19916822.27,9811430.98,-,-,-,-,-,19632746.17,-,-,-,-,-,-,-,-,-0.239293,1.391496,0.70659,-166378806.45,-0.0262952458,2018/8/24 15:37:33,1242694226.26
600084,016031,10000057,中葡股份,酿酒行业,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-47882549.47,220248374.11,281693965.58,0.0794140153510245,145761854.52,0.252941815390883,75950905.08,33795525.87,10394890.53,-49100526.87,-49075113.08,277040.53,-,-,-,-,-,11624807.54,-,-,-,-,-,-,-,-,0.1482,-0.037242,-0.002794,-60000679.06,0.1288001632,2018/8/24 17:08:01,145761854.52
002030,016024,10001420,达安基因,医药制造,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,59553743.78,803992379.53,744964861.81,0.043999491666601,472553161.16,0.108888763791679,118676398.27,128841670.12,15595202.89,78508604.84,79555386.12,13498472.96,-,0.0,-,0.0,-,3225607.08,-,0.0,0.0,-,-,-,-,-,0.042682,-0.092052,0.024929,49429315.39,0.1629691724,2018/8/24 20:21:31,472553161.16
002202,016020,80078075,金风科技,输配电气,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,1529978594.13,11029671922.54,9699639761.4,0.104201098593853,7590393109.26,0.137988420250012,505493216.63,530496196.26,512871657.45,1796904315.76,1794361713.85,189450526.87,-,-,-,-,-,58247734.86,-,-,-,-,-,-,-,-,0.120956,0.338771,0.350476,1425807460.8,0.3037912697,2018/8/24 20:22:06,7590393109.26
000926,016017,10001188,福星股份,房地产,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,584644258.73,5549523955.45,4976579256.93,0.0775673566001999,3667812236.79,-0.0765341322642423,126628235.83,164506895.23,140171823.61,913795730.08,914373283.8,288584647.52,-,-,-,-,-,858812845.92,-,-,-,-,-,-,-,-,0.011258,-0.127841,0.264124,314867323.87,-0.0655316145,2018/8/24 20:18:32,3667812236.79
002116,016005,80042613,中国海诚,工程建设,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,97772854.73,2058995528.73,1953065221.69,0.0711514937744119,1835719393.75,0.0713417797817312,6492300.75,100259636.01,-6088490.67,117202954.46,117077079.07,19304224.34,-,-,-,-,-,9024909.16,-,-,-,-,-,-,-,-,0.083802,0.107821,0.110771,88516286.74,0.4519754547,2018/8/24 15:58:55,1835719393.75
300057,016053,80139914,万顺股份,包装材料,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,41130326.14,1962302368.26,1920853118.9,0.495312497358664,1735982194.36,0.507441666427217,39544429.14,100664793.07,32032496.12,54994121.18,53879760.78,1739272.37,-,-,-,-,-,7766937.0,-,-,-,-,-,-,-,-,0.464425,-0.080664,-0.127085,28703642.65,-0.2154988808,2018/8/24 16:19:25,1735982194.36
601088,016011,80021896,中国神华,煤炭采选,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,22977000000.0,127380000000.0,91099000000.0,0.0538377002718492,74618000000.0,0.0671758127029076,312000000.0,9186000000.0,1848000000.0,36724000000.0,36664000000.0,8648000000.0,-,-,-,-,-,4940000000.0,-,-,-,-,-,-,-,-,0.056938,0.033169,-0.055028,23017000000.0,-0.0319229475,2018/8/24 20:23:05,74618000000.0
600561,016003,10000378,江西长运,交运物流,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,33060058.33,1336578156.11,1501042020.49,0.0158827148455703,1203831560.55,-0.0138439448285266,10517267.75,163490960.71,67627380.45,63571037.11,65972426.44,21065153.5,-,-,-,-,-,14819304.47,-,-,-,-,-,-,-,-,-0.043005,-0.018083,2.613112,-35648279.37,-11.5478104315,2018/8/24 16:33:25,1203831560.55
300363,016024,80198692,博腾股份,医药制造,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,38518024.48,509970313.36,498553209.59,-0.0463124277504048,331714434.19,-0.088977737148086,10531308.44,115482743.37,26943331.13,38455304.64,38297036.08,6565893.01,-,-,-,-,-,7144242.14,-,-,-,-,-,-,-,-,-0.140378,-0.469326,-0.353854,17793101.45,-0.6918402249,2018/8/24 19:39:08,331714434.19
600421,016043,10001373,ST仰帆,机械行业,002,001,2,,2018-08-25T00:00:00,2018-06-30T00:00:00,-3395163.49,-34104.54,4363209.66,-0.763707108562755,-,-,47063.25,4188948.06,-743.67,-4397314.2,-4200956.58,-,-,-,-,-,-,127942.02,-,-,-,-,-,-,-,-,-1.001974,-2.696039,-2.114598,-3591521.11,-2.2938734928,2018/8/24 15:55:23,-
300556,016057,80204118,丝路视觉,软件服务,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,33578794.67,294965020.41,304465148.72,0.340697374570522,182709808.44,0.340431674338183,46725629.03,66857742.8,-288755.8,29527377.8,29529299.29,2347966.29,-,-,-,-,-,1336903.53,-,-,-,-,-,-,-,-,0.33812,22.261231,3.845865,1181454.48,-0.5589274237,2018/8/24 15:54:54,182709808.44
600816,016027,10000765,安信信托,券商信托,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,1078505583.82,1613364140.54,372431939.78,-0.182808126824523,-,-,-,296724305.12,-,1240932200.76,1456539290.46,378033706.64,-,65337867.37,-,2052442762.36,-,17137330.55,-,2052442762.36,65337867.37,-,-,-,-,-,-0.313801,-0.345298,-0.330959,916800266.55,-0.3799944516,2018/8/24 20:15:07,-
000903,016043,10001169,云内动力,机械行业,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,176504914.32,3189417297.76,3008341013.29,0.0926260261781353,2719580354.44,0.075644020757919,114064977.96,134531264.31,28030607.03,203230119.31,203036302.74,27393349.42,-,-,-,-,-,14150269.46,-,-,-,-,-,-,-,-,0.094675,0.199758,0.059261,157941053.13,0.1453202388,2018/8/24 15:54:54,2719580354.44
600433,016025,10001280,冠豪高新,造纸印刷,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,49923572.48,1158902488.29,1097618190.56,0.25180103445588,931249624.27,0.233783999481666,54345552.33,78258324.04,23877590.05,55945320.91,57583659.89,8896630.91,-,-,-,-,-,8901102.06,-,-,-,-,-,-,-,-,0.263937,0.49824,0.467118,48515711.78,0.4502505486,2018/8/24 17:08:02,931249624.27
600091,016041,10000064,ST明科,化工行业,002,001,2,,2018-08-25T00:00:00,2018-06-30T00:00:00,-5674079.47,47963408.32,75437222.63,0.829502994054167,47315659.47,0.870460646516259,394418.39,23323586.07,49716.89,-5778826.08,-5674079.47,-,-,-,-,-,-,4100780.94,-,-,-,-,-,-,-,-,0.870541,-1.356099,-1.383118,-27765813.88,-0.0399923343,2018/8/24 18:21:01,47315659.47
603203,016061,80374280,快克股份,专用设备,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,71916492.05,206078450.16,133786813.29,0.338114928929786,91446828.49,0.338641412912515,15720270.28,25813465.18,-2940547.95,84871597.44,84875027.34,12958535.29,-,-,-,-,-,2689500.97,-,-,-,-,-,-,-,-,0.251931,0.217005,0.215718,62100679.48,0.141731454,2018/8/24 16:38:25,91446828.49
600821,016036,10000770,津劝业,商业百货,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-75368043.99,89930394.22,147737788.59,-0.180124331513318,73242662.15,-0.194477294070541,3996130.68,50116377.0,19255408.14,-75377628.96,-75368043.99,-,-,-,-,-,-,2822490.62,-,-,-,-,-,-,-,-,-0.217256,0.053274,0.056926,-76367228.96,0.0404881196,2018/8/24 16:04:28,73242662.15
300351,016008,80198694,永贵电器,交运设备,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,75531261.84,567272069.39,496435315.92,0.0931385643115265,356188249.17,0.0447045292554557,39776432.98,85378979.46,-2003022.07,82165038.33,82037217.38,13123659.26,-,-,-,-,-,6642973.5,-,-,-,-,-,-,-,-,0.073357,0.039797,0.113399,66842631.64,0.0185798105,2018/8/24 18:22:29,356188249.17
300133,016039,80149683,华策影视,文化传媒,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,289252306.05,2187139720.99,1882285995.28,0.26257572871141,1492569635.15,0.137024355774146,172738914.94,145179580.78,36453949.7,330281326.17,344390688.94,55469009.33,-,-,-,-,-,11273701.15,-,-,-,-,-,-,-,-,0.248927,0.087917,0.052835,262946395.95,0.1681345435,2018/8/24 19:49:36,1492569635.15
300157,016023,80158552,恒泰艾普,石油行业,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,43018487.57,842830977.18,801805928.2,-0.478234375976561,654999171.61,-0.52815574928254,19145581.02,84944445.85,34291427.83,46116294.86,49754338.42,10963265.16,-,-,-,-,-,7562899.66,-,-,-,-,-,-,-,-,-0.457362,-0.473444,-0.393579,37862921.58,4.2787592647,2018/8/24 20:26:00,654999171.61
000572,016035,10000914,海马汽车,汽车行业,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-275147211.46,2867442799.72,3284486302.94,-0.376820969131555,2577342737.1,-0.416373851697054,211623495.1,362311289.48,12318536.14,-358679706.85,-353443553.23,-25328920.6,-,121697160.75,-,-9000520.69,-0.102608343436592,78945648.74,-,-9000520.69,121697160.75,-,-,-,-,-,-0.459911,-26.417996,-12.288894,-315077656.64,-176.408519527,2018/8/24 16:33:25,2577342737.1
002093,016056,80088240,国脉科技,电信运营,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,102795783.12,640707022.49,569826457.78,-0.0562351795775982,390003002.54,-0.0674056738422926,23859379.6,79431754.16,23337132.09,117214912.7,117137153.36,17850626.25,-,-,-,-,-,43447848.34,-,-,-,-,-,-,-,-,-0.038401,0.289161,0.315816,78132461.68,0.1285176797,2018/8/24 18:21:33,390003002.54
603580,016018,80365240,艾艾精工,塑胶制品,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,17339121.43,88345174.45,67049916.3,0.152586620451276,46091632.87,0.226579547625487,8382758.33,11504715.68,-532456.74,21655128.2,21656484.52,3349373.72,-,-,-,-,-,908891.88,-,-,-,-,-,-,-,-,0.205974,0.435746,0.267547,17032079.02,0.4276823003,2018/8/24 16:50:24,46091632.87
600851,016024,10000800,海欣股份,医药制造,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,78988321.52,489015831.28,494473031.33,0.0144888807635681,275027770.16,-0.167284749543955,126198813.72,86130622.69,-1616558.85,82121535.59,81908329.86,1660318.27,-,-,-,-,-,8726949.36,-,-,-,-,-,-,-,-,0.097821,0.50805,0.286655,82279919.36,0.2746262897,2018/8/24 20:16:32,275027770.16
000722,016007,10001038,湖南发展,电力行业,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,51789352.25,128898626.25,91232169.3,0.00129526695047001,72216103.94,0.166264613927752,379586.53,19254556.5,-5182382.84,61999928.34,61994038.14,17600807.59,-,-,-,-,-,3405770.7,-,-,-,-,-,-,-,-,-0.133974,-0.265812,-0.237607,50461876.73,-0.2578164821,2018/8/24 15:42:29,72216103.94
000503,016014,10000845,国新健康,电子信息,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,-88273418.22,22353316.37,116601122.77,-0.298854646275004,62888864.24,-0.014659189223036,2628314.22,65012605.41,-3528328.14,-89997367.41,-89936014.36,-34770.26,-,-,-,-,-,253233.75,-,-,-,-,-,-,-,-,-0.725342,0.013059,-0.103558,-92681162.89,-0.2587723537,2018/8/24 19:33:29,62888864.24
300561,016057,80374273,汇金科技,软件服务,002,001,2,cyb,2018-08-25T00:00:00,2018-06-30T00:00:00,14614985.55,99640005.04,99629801.61,0.433107188813157,46873671.49,0.897155683431687,22516119.27,26078774.69,-516052.13,18259501.84,18407538.43,3315808.09,-,-,-,-,-,1188708.76,-,-,-,-,-,-,-,-,0.03638,-0.576479,-0.612087,6569860.74,-0.7651050203,2018/8/24 20:15:33,46873671.49
000938,016014,10001199,紫光股份,电子信息,002,001,2,szzb,2018-08-25T00:00:00,2018-06-30T00:00:00,733173622.82,22443649645.38,21517225427.61,0.339414303605378,17606313906.06,0.356751944370408,1581449021.58,1922099598.01,114102744.78,1467620559.87,1484565951.97,193407237.84,-,-,-,-,-,123886778.1,-,-,-,-,-,-,-,-,0.330038,0.170038,-0.085584,584343802.76,0.1358201123,2018/8/24 15:46:02,17606313906.06
600596,016050,10000403,新安股份,农药兽药,002,001,2,shzb,2018-08-25T00:00:00,2018-06-30T00:00:00,711476502.02,5969969437.67,5148103814.95,0.461209801823866,4533053384.26,0.490212304014241,174831359.2,344448798.87,39155617.13,850466109.32,830320251.82,112280303.7,-,-,-,-,-,22668826.78,-,-,-,-,-,-,-,-,0.628739,3.509492,2.372011,707253724.7,4.2046544978,2018/8/24 17:08:29,4533053384.26
002160,016032,80097845,常铝股份,有色金属,002,001,2,zxb,2018-08-25T00:00:00,2018-06-30T00:00:00,22158069.42,1929976990.57,1900986616.45,0.0517002503742578,1636119010.22,0.059331928683908,101583439.07,109768426.86,52774577.17,30406731.93,30134503.04,8352788.04,-,-,-,-,-,9026234.81,-,-,-,-,-,-,-,-,0.031035,-0.584324,-0.657377,19919953.43,-0.6433703277,2018/8/24 20:15:10,1636119010.22
