scode,hycode,companycode,sname,publishname,mkt,reporttimetypecode,combinetypecode,dataajusttype,noticedate,reportdate,sumasset,fixedasset,monetaryfund,monetaryfund_tb,accountrec,accountrec_tb,inventory,inventory_tb,sumliab,accountpay,accountpay_tb,advancereceive,advancereceive_tb,sumshequity,sumshequity_tb,tsatz,tdetz,ld,zcfzl,cashanddepositcbank,cashanddepositcbank_tb,loanadvances,loanadvances_tb,saleablefasset,saleablefasset_tb,borrowfromcbank,borrowfromcbank_tb,acceptdeposit,acceptdeposit_tb,sellbuybackfasset,sellbuybackfasset_tb,settlementprovision,settlementprovision_tb,borrowfund,borrowfund_tb,agenttradesecurity,agenttradesecurity_tb,premiumrec,premiumrec_tb,stborrow,stborrow_tb,premiumadvance,premiumadvance_tb,eutime
002082,016032,80080274,万邦德,有色金属,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2469118918.99,471598474.83,412282564.91,0.637821684171852,272463447.51,2.14824477158191,456970912.53,0.490925541735979,835005763.72,147411290.45,0.989470790147882,65578782.54,0.971806137820577,1634113155.27,0.194439644347193,0.492698,1.919278,0.01975204,0.3381796467,-,-,-,-,5500000.0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:53:12
000997,016014,10001245,新大陆,电子信息,szzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,11652242504.64,341544258.56,2399258734.57,2.98764650813977,-,-,1379383993.11,0.45655368413917,6512374942.21,-,-,272937555.7,-0.365591724846044,5139867562.43,0.67684273497032,0.909983,1.145405,0.01465071,0.5588945595,-,-,-,-,340701509.23,0.151895924101653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:41:42
001696,016008,10001014,宗申动力,交运设备,szzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,8903109983.57,756778387.82,1414810518.26,0.0560231484370411,1260549331.35,0.653014175764681,565062079.54,0.457886310352055,4580587021.95,1011939929.92,0.685553474582514,75687593.39,1.13656228105027,4322522961.62,0.0250004708654044,0.19048,0.404444,0.01192543,0.5144929166,-,-,-,-,1600000.0,-0.946666666666667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:40:39
600808,016033,10000757,马钢股份,钢铁行业,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,73078028237.0,31449475633.0,7538181813.0,0.559742129174398,-,-,11333539937.0,0.129226802083765,43723082623.0,-,-,3949852811.0,0.155148141668181,29354945614.0,0.216293314510647,0.10351,0.038836,0.0088744,0.5983068191,-,-,-,-,-,-,-,-,-,-,1013146250.0,4.09374685771745,-,-,200000000.0,-,-,-,-,-,-,-,-,-,2018-09-05T11:30:39
300104,016039,80148607,乐视网,文化传媒,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,17008033677.55,450313388.37,587460955.24,-0.803025201077061,3282856798.96,-0.655973220780048,733373050.24,-0.490590078714441,19063251639.52,5216518269.04,-0.106810619732073,627138192.56,1.00043746402204,-2055217961.97,-1.12538080958445,-0.524157,-0.014876,0.00575597,1.1208380699,-,-,-,-,791509462.37,-0.531118674123558,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:44:15
002004,016050,10001383,华邦健康,农药兽药,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,27296767251.25,4369353593.6,5370991061.6,0.126064756726438,2339413894.04,-0.109479752393506,2228935093.19,0.327841544705937,14293507735.02,623960450.85,-0.217349278809584,137164653.1,0.658603888790493,13003259516.23,0.2058191577257,0.087767,-0.001192,0.01365544,0.5236337184,-,-,-,-,117496115.32,0.138516450355197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:55:10
002074,016040,80086243,国轩高科,材料行业,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,18983666054.46,3223466735.35,3849894325.84,0.576350363122088,5262640734.21,0.755831341990638,1618431148.59,0.804839985875848,10367295573.48,2977898962.16,0.291970610876768,52250994.55,-0.299914584733567,8616370480.98,0.995053437174438,0.584494,0.353074,0.01549318,0.5461166217,-,-,-,-,656549232.69,0.196610289991419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:53:42
300029,016022,80138232,天龙光电,电子元件,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,373134149.31,143098649.33,3042609.26,-0.961308023729131,42162831.44,0.22591088499163,126579458.93,-0.438334014035069,127304131.87,46980585.72,-0.293027843867251,54869413.93,-0.740473853180509,245830017.44,0.385081359889384,-0.365195,-0.689736,0.01791092,0.3411752371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:00:14
300182,016057,80166520,捷成股份,软件服务,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,16265777338.62,110003322.64,481759478.68,-0.589150911677958,3023794660.91,0.435773467441762,537070095.68,0.0819384375548442,5983714063.25,1394100522.74,1.21924400655968,430112251.02,1.66065892555347,10282063275.37,0.075229623546962,0.189603,0.455672,0.01662196,0.3678713866,-,-,-,-,54837311.0,-0.22579492887048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:22:13
600210,016053,10000169,紫江企业,包装材料,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,11007239710.59,3073274680.23,1397113604.9,-0.20765756168232,1841904992.09,0.14652933790371,1845471030.33,0.0758609194390442,6442210960.23,1099314560.48,0.301227950638507,269489821.39,1.35547098710354,4565028750.36,0.00298359260968547,-0.023446,-0.041347,0.00942059,0.5852703429,-,-,-,-,1088986831.2,0.150393590101636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:19:44
600280,016036,10000227,中央商场,商业百货,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,17242557761.96,2947747697.91,1654735246.61,0.101864874960359,11923773.29,0.356855834199852,10655434376.6,0.0171510708605688,15336409377.0,1804970908.7,0.717553531828915,2932673920.79,-0.117941717412693,1906148384.96,-0.0247033097091305,0.054426,0.065167,0.00939917,0.8894509497,-,-,-,-,430000.0,-0.985255607947394,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:26:09
000833,016042,10001125,粤桂股份,综合行业,szzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,3714484155.04,812571059.85,794355522.93,-0.134370968667235,33865689.92,-0.478175852044692,467574788.76,0.246177476685977,993081977.11,62682148.91,-0.0678470709879409,62759958.15,-0.162644197480145,2721402177.93,0.0176523798129887,0.058617,0.189872,0.02139097,0.2673539409,-,-,-,-,2550000.0,0.186046511627907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:46:17
002345,016054,80136338,潮宏基,珠宝首饰,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,5512172814.62,233222871.17,392143156.59,0.162250846335057,206593120.02,0.122346062724758,1874734789.21,0.127955949799669,1971899749.7,150759401.11,0.0503889863589007,82170326.92,0.290433765666458,3540273064.92,0.239678656853881,0.13096,-0.022888,0.02943267,0.3577354731,-,-,-,-,99700565.54,8.15241777454453e-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:42:12
300302,016057,80195272,同有科技,软件服务,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,886096453.4,75272907.03,128656484.96,-0.267578332413427,209758542.33,0.281614180446497,66309966.66,-0.264120318454795,102184076.97,47863019.31,0.0911816423123445,454463.15,-0.648395732123504,783912376.43,0.099573180038118,0.08266,-0.03161,0.04838108,0.1153193612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:11:44
603126,016048,80115595,中材节能,环保工程,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,3377054025.05,869218626.01,579456949.43,-0.0822172632377203,636246561.72,0.11387295022723,595017466.57,0.101373146730146,1554828021.73,464717250.2,-0.00095397165587421,440217542.81,-0.063990179937747,1822226003.32,0.0428699020890614,0.027682,0.010435,0.01541744,0.4604095789,-,-,-,-,50463996.76,-0.208770864214193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T21:04:46
601928,016039,80154375,凤凰传媒,文化传媒,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,20809620723.93,3602552689.16,6362649855.02,0.293425417581845,957875614.0,0.0328608406899185,2065285860.57,0.0843975950181042,7423111140.42,3603798584.77,0.106048561862392,1545089670.35,0.0468528549663928,13386509583.51,0.0201449412488487,0.031082,0.051409,0.01941862,0.35671535,-,-,-,-,344339992.99,-0.534577566936027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:34:42
603901,016061,80203018,永创智能,专用设备,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2411480950.57,287163262.27,239163835.94,0.224014018371883,387136539.83,0.322583316959209,1014547803.79,0.480785070479046,1435812285.73,268211839.57,0.428269850228965,414672645.74,0.665263458696669,975668664.84,0.0522077626805907,0.304646,0.558767,0.0137694,0.5954068538,-,-,-,-,126026875.5,-0.151213598665259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:52:16
300173,016043,80148609,智慧松德,机械行业,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2839669603.36,10851158.61,311069123.96,-0.534174656748847,592680680.87,0.550279182527717,240566866.04,0.818297739146317,1139419360.28,231024374.75,0.216109170320876,175353448.51,1.02050660689256,1700250243.08,0.00398313265744033,0.11043,0.319129,0.01828811,0.4012506803,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:46:44
300625,016022,80463391,三雄极光,电子元件,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2646748196.7,279999772.16,225600420.62,-0.434941920165587,418420483.29,0.65588544351642,478017022.12,0.337384861551858,643212177.32,506182787.1,0.175828418220968,21260018.96,-0.158360671659176,2003536019.38,-0.0425205102115693,0.001242,0.167453,0.03420694,0.2430197849,-,-,-,-,1000000.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:53:13
600855,016055,10000804,航天长峰,安防设备,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2206654665.94,99252684.2,342123795.43,-0.121853564080466,682310180.55,0.328296403872451,224777873.84,0.394457242361202,959103463.31,439625436.81,-0.0361627364600407,91966974.7,-0.104684457529764,1247551202.63,0.317815750844582,0.316139,0.313963,0.01845557,0.4346413955,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:04:19
002346,016020,80103634,柘中股份,输配电气,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2507182408.28,341328996.56,45749142.48,-0.671804457958871,292759755.43,0.703163297037646,85509786.27,-0.253453577888629,413020000.86,120431028.19,0.275253354296717,63137353.1,0.127966598046036,2094162407.42,0.218827773608795,0.283459,0.755444,0.02071796,0.1647347235,-,-,-,-,1173175242.05,1.45967631915429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T18:19:14
600121,016011,10000093,郑州煤电,煤炭采选,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,11775175387.05,4335948070.89,2105703900.51,0.0808652230457611,2005229055.69,0.0338512055387383,289100525.78,-0.240063439187894,7006813583.64,859383627.3,-0.0606709772018576,147646698.12,0.894480741182616,4768361803.41,0.135731711065301,0.018072,-0.048977,0.00748349,0.5950496153,-,-,-,-,65355000.0,-0.241865321037063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:10:46
300137,016048,80153529,先河环保,环保工程,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2108791228.7,239194232.9,197476130.34,0.560109268162069,487984148.33,0.207997357726307,499116362.04,0.598572806215632,382458409.71,180877773.35,1.10783484303469,102238718.02,0.257935028310918,1726332818.99,0.143341108891867,0.199089,0.537464,0.0402448,0.181363809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:51:15
002701,016059,80198309,奥瑞金,金属制品,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,14292441758.0,4421631612.0,1690691477.0,-0.425367541083196,2129994595.0,0.0237933519305307,889244389.0,0.334855750989728,8432576626.0,1289833564.0,0.202445830129575,26225157.0,0.108742111806872,5859865132.0,0.0293297517969843,-0.07318,-0.133169,0.0091645,0.590002518,-,-,-,-,330758344.0,-0.134550898836424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:23:16
300675,016005,80303978,建科院,工程建设,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,792712461.05,81227778.68,178213432.84,1.09688520885583,220133211.51,0.0473808256009819,54750.7,-0.759325395290346,378865145.78,72991451.54,0.279238351031205,46511134.54,2.02160365262497,413847315.27,0.427034180843327,0.405429,0.382564,0.01851406,0.477935146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:09:14
600594,016024,10001338,益佰制药,医药制造,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,7383444051.84,1543988586.14,866276543.65,-0.000966216654680738,684549229.26,0.414299483972762,365254270.17,0.156245163291508,2553235232.41,221452432.89,-0.0280741894625325,81271900.96,0.130264197241656,4830208819.43,0.06705416993543,0.123849,0.249681,0.01504604,0.3458054554,-,-,-,-,4674589.75,-0.220901708333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:19:16
300228,016043,80173923,富瑞特装,机械行业,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,4354500302.23,1065810786.38,544924347.25,-0.166028988272029,751477937.58,-0.170086137899969,936889620.13,0.108063024741471,2527051147.55,486067718.88,-0.391627716991802,341680084.07,-0.0155656585693549,1827449154.68,0.0058879375832473,0.002519,9.7e-05,0.01183184,0.5803309156,-,-,-,-,82146825.04,3.1182907492931,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:53:13
300275,016021,80185188,梅安森,仪器仪表,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,991661468.96,111830019.25,40759446.18,0.172617812268385,228877729.57,-0.436729772835165,91381642.16,0.0186981618208616,273345294.36,78564942.64,-0.417525416760737,9084875.93,-0.231966937866522,718316174.6,0.308784806294545,0.004634,-0.376273,0.02019313,0.2756437584,-,-,-,-,38891795.04,0.587420205714286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:55:15
002228,016053,80113665,合兴包装,包装材料,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,7046738011.18,1325319435.39,727774146.74,1.61621381715174,2722535312.76,1.13796870176648,1237831962.61,0.608142896915842,4149209503.97,1494911561.17,1.31438042844484,52372603.47,0.899967783198125,2897528507.21,0.633816978971648,0.744267,0.830692,0.01316014,0.588812795,-,-,-,-,9000000.0,-0.928571428571429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:53:42
300726,016022,80548929,宏达电子,电子元件,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,1615197721.26,100674743.74,377949814.87,2.67528238496616,485081508.71,0.363316289427823,219443207.89,0.25227475032374,83979087.96,38753173.53,0.510203122649689,4134625.88,-0.0849356258256188,1531218633.3,0.726949110098505,0.675033,0.081969,0.20700767,0.0519930699,-,-,-,-,35000000.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:15:40
300254,016024,80179247,仟源医药,医药制造,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,1487603866.41,321387634.32,114213991.92,0.000368242728568745,260690130.92,0.304869764733984,114444433.14,-0.0370406081894343,545973508.68,71329149.63,-0.0855846354167248,12895340.98,0.181408552258712,941630357.73,-0.0252415073419901,-0.025923,-0.027096,0.01236948,0.367015387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:26:09
002065,016057,80079948,东华软件,软件服务,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,15158420347.53,270724292.45,937835255.02,0.0513187221726054,5318306187.2,0.0458507294046591,4414419179.3,0.261693878658597,5809976660.35,1076068552.0,0.84033351550283,1067872541.89,0.082838757725377,9348443687.18,0.015970884546594,0.108238,0.297895,0.02233169,0.3832837807,-,-,-,-,651576462.3,0.138442783417283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:47:11
002356,016036,80017407,赫美集团,商业百货,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,6264495785.84,183738565.04,342543707.8,0.335466777638817,622472899.44,0.0376122128722484,922464998.95,-0.430155106453724,4277599294.17,240303099.36,-0.166380952650033,490152265.49,-0.159479295352095,1986896491.67,0.0330610550865601,0.126153,0.175349,0.00950343,0.6828321768,-,-,-,-,56250000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:15:46
300271,016057,80095246,华宇软件,软件服务,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,4980321453.23,255264585.67,628718776.55,0.130971171084405,894762531.78,0.450247511742255,652793382.95,0.272250707970231,945819143.82,294494591.55,0.759854269904775,347200771.34,-0.0114231997297527,4034502309.41,1.00062634456526,0.698321,0.032692,0.02719127,0.1899112643,-,-,-,-,106000000.0,20.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:23:16
300687,016057,80116152,赛意信息,软件服务,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,1027221387.01,2767294.97,308262871.34,1.12686392899504,454694074.97,0.940788414234473,812888.06,-,219322089.38,14585818.72,0.694925189608894,17499635.11,1.05567838176744,807899297.63,1.71934050816156,1.452332,0.800947,0.04041031,0.2135100497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:42:12
600738,016036,10000545,兰州民百,商业百货,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,5060139853.2,359141584.76,556653696.96,-0.452537186783626,1540240.0,0.65749254771877,1517725767.36,0.377567531131424,3234485788.36,73377020.66,0.128839772126025,834108896.56,0.302420647694419,1825654064.84,0.031245585562827,-0.016998,-0.042287,0.00962188,0.6392087733,-,-,-,-,116132120.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T18:24:14
603618,016020,80151073,杭电股份,输配电气,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,5375261249.4,550833640.8,322353614.51,-0.43775719432336,1682959009.68,0.0680788487087598,1208324592.03,0.0628791395995481,3156143919.2,425845953.39,0.53695046509725,134908080.55,-0.452691058396679,2219117330.2,-0.0253510592146527,0.231881,0.512563,0.01480785,0.5871610277,-,-,-,-,8000000.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:26:10
600876,016044,10000825,洛阳玻璃,玻璃陶瓷,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,3886034474.06,1705333363.47,179161146.31,0.975576402815784,-,-,261049375.38,1.08751738885254,2523205250.53,-,-,-,-,1362829223.53,1.59860051922916,2.066903,2.397616,0.00624608,0.6493007891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:19:15
000005,016048,10000594,世纪星源,环保工程,szzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2871183554.56,31388778.96,52309541.73,-0.335419153183407,168451766.48,0.573165681768486,477360913.76,-0.169776846992904,1457915179.61,215067799.88,0.0611000549996277,279002878.78,0.261719311269401,1413268374.95,0.0544599821136618,0.035894,0.01851,0.00880872,0.5077749827,-,-,-,-,41596320.0,1.55442888725129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:47:44
000623,016024,10000958,吉林敖东,医药制造,szzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,24484060158.46,2111028282.72,1427518742.77,0.23466501781515,800928846.75,0.322491931272175,560923408.62,0.0605814754142831,3404037629.45,192899589.15,-0.0664386045075779,82995127.9,-0.099356238074533,21080022529.01,0.0746428483687451,0.167511,1.511616,0.04857281,0.1390307656,-,-,-,-,1011079842.7,-0.0247609606220366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T19:00:14
002780,016036,80200066,三夫户外,商业百货,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,823234459.51,120783593.9,183980733.83,0.177330417596702,56605075.89,0.228294454155749,173191644.76,0.0805869094752778,184826131.17,25509782.81,0.551592181819409,30011458.59,0.595454593430396,638408328.34,0.62270893152636,0.497838,0.183312,0.04933241,0.2245121411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:16:41
002558,016060,80167147,巨人网络,文教休闲,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,13486197086.23,475490718.92,5993216087.51,-0.182787492940337,2030851651.74,10.8060758570903,-,-,3756608412.72,299011600.7,3.44755054661846,8773173.89,-0.430557292347713,9729588673.51,0.219376040504584,0.462936,2.030915,0.02862531,0.2785520921,-,-,-,-,665707925.98,1.42415977231937,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:44:42
300022,016043,80133659,吉峰科技,机械行业,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2311168849.96,148511277.32,380915255.78,0.141474412111095,474262998.15,-0.187036042994132,810584695.75,-0.0421887755174123,1904107169.63,349579818.44,0.0428858146557514,405432398.11,-0.141550753782179,407061680.33,-0.107430447720319,-0.045766,-0.031461,0.01040128,0.8238719424,-,-,-,-,5241100.11,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T18:54:40
600676,016035,10000483,交运股份,汽车行业,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,8893198390.07,2460153531.98,2092943862.05,-0.113493220954707,1222478125.2,0.0309841921159463,1157662964.51,0.0139069567894397,2726646092.51,1097891739.32,-0.018102087331241,108759837.56,0.212648566804337,6166552297.56,0.0696738542798853,-0.011375,-0.156003,0.0241342,0.3065990404,-,-,-,-,98396283.89,0.00112049067144315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:47:11
603926,016035,80436733,铁流股份,汽车行业,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,1370057025.99,238185275.3,158439771.83,-0.0505291507331785,117688693.58,0.0970949785166502,202325693.88,-0.0332469424389336,284958540.04,162949346.47,-0.0303094034211564,8850455.63,-0.128322733221401,1085098485.95,-0.0266372959086332,0.006634,0.157268,0.03894176,0.2079902768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T17:11:20
300475,016019,80275454,聚隆科技,家电行业,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,1481795188.52,104224982.65,672237800.93,0.501139452053786,52097827.37,-0.0144482549958832,76773101.78,0.873424459999762,257642705.49,80056797.46,0.204973501705167,9426989.58,-,1224152483.03,0.059640670513687,0.042356,-0.03262,0.05538613,0.1738720084,-,-,-,-,500000.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:25:15
002019,016024,10001403,亿帆医药,医药制造,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,8986819159.34,810687772.36,1398054621.48,1.11721295928549,753904999.35,0.0697066862375268,375587336.02,0.0392230197842864,1898013713.15,191324314.2,0.00361634203624354,53266430.88,-0.0522885648022676,7088805446.19,0.683095201527652,0.291283,-0.30927,0.02093712,0.2111997226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:11:13
601179,016020,80134478,中国西电,输配电气,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,32923332306.94,4909620541.83,5983801608.79,-0.291676273766426,9349670747.51,0.129604297340511,4422872185.65,0.0571944129473321,12542519884.08,4581224963.16,0.0912158174793274,1984437327.16,-0.417984674968913,20380812422.86,0.0120625007196618,-0.036465,-0.106112,0.02209065,0.3809614339,-,-,-,-,112783589.26,-0.361516654826279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T16:03:45
002441,016020,80143392,众业达,输配电气,zxb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,5308422208.72,427412195.63,422992239.39,-0.140908232786129,1732117107.82,0.183260634081155,865792752.9,-0.0154604782202734,1538948829.4,591956839.0,-0.096441158444172,177971049.03,-0.030036644552113,3769473379.32,0.0150886144314013,0.020038,0.032366,0.02741806,0.2899070136,-,-,-,-,201143506.67,-0.460307199704857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T15:48:43
300111,016020,80133641,向日葵,输配电气,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2415330930.72,1229310507.75,162723550.48,-0.396480208047972,328355322.61,-0.0780125238293926,229676794.2,-0.130271247895893,1294435992.14,176652228.55,-0.0767504923263362,94563584.77,0.530598337307306,1120894938.58,-0.139334521830679,-0.128812,-0.119489,0.00960395,0.5359249019,-,-,-,-,8000000.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T18:04:15
600117,016033,10000089,西宁特钢,钢铁行业,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,24334558000.58,10044762619.98,1804752586.52,-0.491742375108251,661303126.67,-0.233967595630359,3108828724.81,0.0579666291692373,20620968575.16,3138342914.43,0.0446049006884755,324710466.6,-0.459169722179542,3713589425.42,0.0321429674805697,-0.149766,-0.175921,0.00432266,0.8473944164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T18:51:19
300352,016057,80198777,北信源,软件服务,cyb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,2519472882.68,76163435.22,510542682.83,-0.583094342767916,818205122.65,0.314539125070111,122065783.74,1.44969081149947,296274457.18,65743298.91,0.293126045792347,58336035.04,0.505595817742262,2223198425.5,0.03728861472191,0.058599,0.251535,0.06908947,0.1175938266,-,-,-,-,43179117.76,-0.122003001950558,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T18:52:12
601515,016053,80193722,东风股份,包装材料,shzb,002,001,2,2018-08-30T00:00:00,2018-06-30T00:00:00,5767152873.77,1225295712.13,756515530.81,0.148646101135174,900229755.42,-0.00134978084181907,740070717.09,-0.0840697152603158,1464300094.57,287349239.14,-0.295618267021082,4708975.99,2.0200671756409,4302852779.2,0.0790127090307851,0.040019,-0.059822,0.0265271,0.2539034644,-,-,-,-,77432007.74,-0.415817620303014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018-08-29T20:29:19
