scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,netoperatecashflow,netoperatecashflow_zb,salegoodsservicerec,salegoodsservicerec_zb,employeepay,employeepay_zb,netinvcashflow,netinvcashflow_zb,invincomerec,invincomerec_zb,buyfilassetpay,buyfilassetpay_zb,netfinacashflow,netfinacashflow_zb,nicashequi,nicashequi_tb,niclientdeposit,niclientdeposit_zb,niloanadvances,niloanadvances_zb,intandcommrec,intandcommrec_zb,agentuwsecurityrec,invpay,invpay_zb,cashequibeginning,cashequibeginning_zb,cashequiending,cashequiending_zb,premiumrec,premiumrec_zb,indemnitypay,indemnitypay_zb,eutime,nideposit,nideposit_zb
300562,016047,80390746,乐心医疗,医疗行业,002,001,2,cyb,2018-09-20T00:00:00,2018-06-30T00:00:00,77752218.66,2.6718755913289,380891705.66,13.0889544868531,72638084.55,2.49613359534749,-33997449.86,-1.1682876452128,8282365.15,0.28461502017746,8420537.16,0.289363160195666,-14237402.45,-0.4892537955274,29100239.14,1.1386489709844,-,-,-,-,-,-,-,20359117.45,0.699620279821522,119059365.53,4.09135350940625,148159604.67,5.09135350940625,-,-,-,-,2018/9/20 17:02:30,-,-
600545,016061,10001319,卓郎智能,专用设备,002,001,2,shzb,2018-09-19T00:00:00,2018-06-30T00:00:00,-1889411000.0,-1.27507570169584,2671750000.0,1.80303994525588,912779000.0,0.615992139305967,4429144000.0,2.98902350717336,-,-,290501000.0,0.19604562819754,-3988930000.0,-2.69194353095519,-1481803000.0,-0.422544081209074,-,-,-,-,-,-,-,-,-,2057716000.0,1.38865692673048,575913000.0,0.388656926730476,-,-,-,-,2018/9/21 14:59:51,-,-
000979,016017,10001229,中弘股份,房地产,002,001,2,szzb,2018-09-18T00:00:00,2018-06-30T00:00:00,812099780.31,4.2021629487955,3072176468.45,15.896797956224,461549848.31,2.38826277092466,-108639038.03,-0.562146366088396,-,-,67048668.51,0.346939424698825,-488082678.69,-2.52555535424114,193257565.26,1.14380679634054,-,-,-,-,-,-,-,1287331.59,0.00666122223090249,623581827.6,3.22668779750516,816839392.86,4.22668779750517,-,-,-,-,2018/9/17 18:35:50,-,-
002280,016057,80124453,联络互动,软件服务,002,001,2,zxb,2018-09-18T00:00:00,2018-06-30T00:00:00,-337607520.0,-0.344162366295048,9153580637.92,9.33130272814743,462058212.57,0.471029341420332,518215998.11,0.528277463018265,18770461.75,0.0191349011785362,80533038.45,0.0820966342156186,-1154148485.71,-1.17655694961356,-980954203.78,0.252893458336274,-,-,-,-,-,-,-,820442922.46,0.836372298827522,1854804139.35,1.89081624014935,873849935.57,0.890816240149351,-,-,-,-,2018/9/17 17:15:20,-,-
300150,016014,10002559,世纪瑞尔,电子信息,002,001,2,cyb,2018-09-17T00:00:00,2018-06-30T00:00:00,-81287774.6,-0.564225852119358,304060866.24,2.11051418487737,65404080.46,0.453975683443381,-9319613.5,-0.0646882866991486,-,-,4744570.83,0.0329324985543078,-53460815.68,-0.371076394088465,-144069567.7,0.283955357267326,-,-,-,-,-,-,-,24575042.67,0.170577610957876,564244029.47,3.91646923411987,420174461.77,2.91646923411987,-,-,-,-,2018/9/17 17:24:46,-,-
000793,016039,10001090,华闻传媒,文化传媒,002,001,2,szzb,2018-09-15T00:00:00,2018-06-30T00:00:00,-359470791.54,-0.670637610094037,1315438565.54,2.45411476142453,332651937.57,0.620603692025619,-837973484.79,-1.56334408354623,116206267.0,0.216797289273384,116366360.02,0.2170959627758,661431395.84,1.23398279077687,-536013468.57,0.553499868665232,-,-,-,-,-,-,-,4111438680.0,7.6704018109259,2868555257.15,5.35164772035086,2332541788.58,4.35164772035086,-,-,-,-,2018/9/14 20:13:18,-,-
600881,016004,10000830,亚泰集团,水泥建材,002,001,2,shzb,2018-09-13T00:00:00,2018-06-30T00:00:00,967707572.2,0.806016764212183,7053980076.65,5.87535569580473,816198766.65,0.67982302479415,2047410242.05,1.70531576451379,123611698.73,0.102957860712631,87710853.88,0.0730555600282459,-1814513043.77,-1.51133252872597,1200604770.48,-0.507138746592184,-,-,-,-,-,-,-,640801200.0,0.533732012195661,2209261753.86,1.84012408427858,3409866524.34,2.84012408427858,-,-,-,-,2018/9/12 15:41:14,-,-
601113,016026,80172455,华鼎股份,化纤行业,002,001,2,shzb,2018-09-13T00:00:00,2018-06-30T00:00:00,96737217.17,1.08905993890954,2436898254.19,27.4344077850935,137301731.19,1.54573202906159,-549323036.97,-6.18423529832196,1790634.04,0.0201588163817525,544416545.57,6.12899840624811,372653512.6,4.19530376766348,-88826348.04,0.0305121897335913,-,-,-,-,-,-,-,200254464.0,2.25444891542566,1105772109.32,12.4486949392769,1016945761.28,11.4486949392769,-,-,-,-,2018/9/12 17:06:12,-,-
000957,016035,10001209,中通客车,汽车行业,002,001,2,szzb,2018-09-13T00:00:00,2018-06-30T00:00:00,-304107799.77,-11.8884177789911,2380934163.45,93.077323438511,225063080.64,8.79834036252506,-215084.79,-0.00840826129208282,5300981.23,0.207230066274173,71774318.7,2.80585728861081,327191095.27,12.790807855232,25580174.37,-0.93940508187524,-,-,-,-,-,-,-,10000000.0,0.390927749567174,446169137.11,17.441989669674,471749311.48,18.441989669674,-,-,-,-,2018/9/12 15:42:42,-,-
600090,016047,10000063,同济堂,医疗行业,002,001,2,shzb,2018-09-12T00:00:00,2018-06-30T00:00:00,-560817618.95,-2.13941445321689,5099327883.29,19.4529832989701,35159345.87,0.134126336581155,-51476748.75,-0.196374180409234,8063.77,3.07617762040298e-05,54804409.89,0.209068586037312,350158334.12,1.33578863362612,-262136033.58,-1.2154779564974,-,-,-,-,-,-,-,17606240.0,0.0671645166807136,1277278560.06,4.87257910565048,1015142526.48,3.87257910565048,-,-,-,-,2018/9/11 16:39:36,-,-
