scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
996,中国中期,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0206,-,22870430.32,-7.6659,66.0354,7103500.15,-37.0667,-50.145,1.33,1.55617495,-0.051996,15.2259,汽车行业,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
993,闽东电力,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.2039,-,202774638.9,-61.2347,61.7356,-93353520.75,-260.6621,49.7646,-4.27,4.67695272,-0.026163,28.4172,电力行业,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
200992,中鲁B,B股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.08,-,440322777,0.0329,18.1871,22601899.21,-29.3726,15190.5369,3.14,2.75757631,0.081988,14.9492,农牧饲渔,不分配不转增,-,58001002,69001002001,2018-08-30T00:00:00
979,中弘股份,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.1581,-,2477339138,9.0421,15.3653,-1326373837,-4625.3872,-220.5217,-19.75,0.75432598,0.096787,20.9086,房地产,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
978,桂林旅游,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.081,-,257174084.7,-1.6945,28.8895,29300133.38,0.5974,1520.7336,1.91,4.22009109,0.101855,46.7513,旅游酒店,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
969,安泰科技,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0094,-,2563140429,13.2742,11.1798,-9649235.89,-147.4244,-299.5752,-0.21,4.39230523,-0.098867,16.7734,金属制品,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
2181,粤传媒,A股,深交所中小板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0344,-,379716436,-11.9402,2.9127,39947682.61,179.6528,1233.3133,1.01,3.4013676,0.000756,32.0169,文化传媒,不分配不转增,-,58001001,69001002003,2018-08-30T00:00:00
600405,动力源,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.088,-,374569834.8,-20.3327,57.4616,-44055992.99,-47.8261,64.1275,-3.23,2.32814826,-0.182078,33.0931,电子元件,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600594,益佰制药,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.21,-,1892703843,-3.0322,-3.6301,165985942,-9.6269,-36.1798,3.875,5.56105668,-0.122739,73.3519,医药制造,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600284,浦东建设,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.1672,-,1259646640,27.3366,22.5066,162234320.6,9.2284,21.4978,2.93,5.73332349,-0.026508,9.1547,工程建设,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600493,凤竹纺织,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0898,-,436587883.8,22.5875,50.3883,24429458.76,147.7117,214.7865,3.4462,2.62108794,-0.074156,14.8538,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600387,海越能源,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.486,-,10279828159,108.7244,-12.624,226512987.3,22134.2491,23.4082,9.25,5.62031338,0.912764,6.044,石油行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600676,交运股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.194,-,4590232048,9.3656,10.2032,199566317.7,19.6309,41.6559,3.48,5.66627284,0.164295,9.4192,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600662,强生控股,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0322,-,1940967339,0.0796,4.5852,33922488.9,13.0735,117.8836,1.04,3.12085522,0.089805,13.0221,交运物流,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600657,信达地产,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.16,-,2894929303,-52.1434,371.7797,250722005.7,2.1852,447.4858,2.53,6.49496941,-0.043009,42.1017,房地产,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600643,爱建集团,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.339,-,1234367518,44.9808,68.0074,539843052.6,50.1363,104.1999,6.19,5.59153662,-1.364343,44.0146,多元金融,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600642,申能股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.201,-,17992581829,16.3765,-17.3554,913169984.1,-5.6505,71.2021,3.53,5.52566315,0.222525,6.3672,电力行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600628,新世界,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.3,-,1336869324,-5.2683,-15.5036,195725038,-45.9508,-45.3613,4.41,7.01323761,0.13135,33.1472,商业百货,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600289,*ST信通,A股,上交所风险警示板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.6045,-,486779259.8,-28.165,35.0096,-381498733.3,-1606.0038,-128.6523,-73.6722,0.51831418,-0.145899,66.6711,软件服务,不分配不转增,-,58001001,69001001003,2018-08-30T00:00:00
600285,羚锐制药,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.248,-,1103834573,32.5634,-1.5152,146678806.3,9.4612,-2.682,6.58,3.56617735,0.365269,75.3312,医药制造,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600280,中央商场,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.061,-,4126650483,-7.0986,-5.1856,70090791.01,-71.1313,-23.6647,3.72,1.64550391,-0.002817,23.2665,商业百货,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600258,首旅酒店,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.3473,-,4002363243,0.354,7.9732,339960164.8,41.2284,250.9555,4.54,7.7884134,0.785693,94.8618,旅游酒店,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600250,南纺股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.11,-,538497350.2,56.4744,65.8325,27389253.41,227.9528,261.3078,5.92,1.80883063,-0.803919,3.5015,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600540,新赛股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0152,-,617159831.4,-11.7954,-22.6582,7155529.81,21.7154,70.3051,1.1381,1.34266011,0.412585,7.7323,农牧饲渔,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600079,人福医药,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.34,-,8838326164,28.8024,-0.8379,501698720.9,33.5056,82.7084,3.34,8.68727091,-0.27691,40.0649,医药制造,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600075,新疆天业,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.23,-,2435386541,6.4031,14.9287,225040540.7,-34.481,-57.2501,5.06,4.64374483,0.355415,25.4252,化工行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600061,国投资本,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.2,-,4908769382,0.8557,2.0416,830658478.3,-34.4417,-34.256,2.28,8.64046074,-2.155964,3.9146,券商信托,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600026,中远海能,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0535,-,5116541955,0.1436,13.0441,-215724398.6,-125.3315,-54.14,-0.77,6.84485476,0.10719,9.5954,港口水运,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600000,浦发银行,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.95,-,82256000000,-2.1286,7.5652,28569000000,1.4344,-0.2866,6.97,14.00023848,-4.023406,-,银行,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
408,藏格控股,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.2168,-,1138223147,5.4397,234.2217,432227161.7,37.3817,314.1412,6.4,3.49716506,-0.105688,74.5589,化肥行业,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
402,金融街,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.29,-,6629358035,-33.6456,-6.581,864971152.3,-18.508,-42.1404,2.93,9.88871654,-2.891098,45.48,房地产,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
158,常山北明,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0181,-,3756080895,-17.3567,7.9106,29993852.67,-41.4553,338.2734,0.5,3.60307751,-0.322217,9.0496,纺织服装,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
151,中成股份,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.1925,-,797953267.7,-19.4769,-84.7796,56987951.76,10.0688,266.0606,5.8,3.28832908,-0.335317,16.1558,国际贸易,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
2047,宝鹰股份,A股,深交所中小板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.15,-,3374373804,2.5019,83.7051,206328630,7.6961,58.5923,5.37,2.89580393,-0.408683,15.8355,装修装饰,不分配不转增,-,58001001,69001002003,2018-08-30T00:00:00
2594,比亚迪,A股,深交所中小板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.13,-,54150930000,20.2348,18.9016,479099000,-72.1925,267.7559,0.71,18.44803333,-0.588891,15.925,汽车行业,不分配不转增,-,58001001,69001002003,2018-08-30T00:00:00
600403,大有能源,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.1876,-,3869757306,15.473,-11.7238,448489157,54.7967,-45.7702,6.24,3.06669424,0.33765,33.7724,煤炭采选,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600429,三元股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0834,-,3794530294,22.8521,16.5099,124882504.6,185.4103,151.5494,2.5601,3.2733748,-0.144073,34.2168,食品饮料,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600487,亨通光电,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.6155,-,15271809446,33.8089,41.3561,1171753714,52.6874,43.2326,10.84,5.80542482,0.027379,20.5662,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600475,华光股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.4706,-,3595480090,40.4057,110.5262,263273763.8,3.6864,-24.4967,5.73,8.3135849,-2.007985,15.2357,机械行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
900910,海立B股,B股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.19,-,6983295592,32.0473,-4.7632,168176883.7,47.0778,-30.9976,3.96,4.86935939,-0.075839,13.1981,机械行业,不分配不转增,-,58001002,69001001001,2018-08-30T00:00:00
600619,海立股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.19,-,6983295592,32.0473,-4.7632,168176883.7,47.0778,-30.9976,3.96,4.86935939,-0.075839,13.1981,机械行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
900906,*ST毅达B,B股,上交所风险警示板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0176,-,0,-100,-,-18844272.38,-1705.626,-372.0519,-73.51,0.01513331,-0.007085,-,园林工程,不分配不转增,-,58001002,69001001003,2018-08-30T00:00:00
600610,*ST毅达,A股,上交所风险警示板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0176,-,0,-100,-,-18844272.38,-1705.626,-372.0519,-73.51,0.01513331,-0.007085,-,园林工程,不分配不转增,-,58001001,69001001003,2018-08-30T00:00:00
600605,汇通能源,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.133,-,1183126974,-2.6771,99.6013,19614370.97,74.334,-12.0859,2.872,4.64193839,0.603582,4.354,商业百货,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600595,中孚实业,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.12,-,6932606160,19.5049,57.3168,-232064914.2,-459.149,71.1065,-4.2,2.86198316,0.310098,2.8171,有色金属,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
587,金洲慈航,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.04,-,8342705077,96.7019,-7.692,76602478.87,-79.1996,-123.404,0.81,4.47179347,-0.410047,4.5414,珠宝首饰,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
600439,瑞贝卡,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.111,-,989040653.2,1.6638,13.3211,125601021.9,19.3618,51.8523,4.6,2.38703914,0.052457,32.3026,工艺商品,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
833,粤桂股份,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.1069,-,1303462897,46.638,41.8642,71458500.94,99.3653,28.1161,2.62,4.07320904,-0.061784,16.4677,综合行业,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
820,神雾节能,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.13,-,1566415.84,-99.6763,-122.6746,-82655900.52,-139.7907,76.1419,-7.96,1.56528694,-0.129631,103.8975,环保工程,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
600509,天富能源,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.01,-,2300168197,21.4123,-11.2414,8879750.48,-94.0792,-187.982,0.14,5.6567904,0.584181,20.8721,电力行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600488,天药股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.07,-,1295012884,30.525,6.2949,76353919.54,12.6892,84.4019,2.77,2.53165247,0.115615,48.3845,医药制造,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600428,中远海特,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.028,-,3400463943,2.6601,9.5017,59340001.29,-17.8614,101.5862,0.62,4.44570929,0.061536,15.0923,港口水运,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600418,江淮汽车,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.09,-,23745445612,-6.2841,-15.6373,163462691.6,-52.5768,-121.9375,1.17,7.28751717,-1.386052,9.2105,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600398,海澜之家,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.46,-,10013642829,8.2302,-26.9406,2066010728,10.197,-17.3194,16.93,2.46558267,0.187071,40.5911,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600552,凯盛科技,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0619,-,1309367429,-16.4393,25.0164,47482792.6,34.998,143.3764,1.98,3.16271655,0.017096,16.8306,材料行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600999,招商证券,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.21,-,4786159748,-18.3144,-17.4749,1806617012,-29.215,-34.5291,2.16,9.45606056,2.532994,-,券商信托,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
921,海信科龙,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.59,-,20370759290,15.7012,26.9919,802958013.9,19.4702,78.8177,11.9,4.87891936,0.467407,18.3897,家电行业,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
600390,五矿资本,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.3129,-,5940594295,-4.9168,64.4729,1173003867,17.523,16.0821,3.6821,8.63721864,-0.89043,43.3814,多元金融,10派1.98元(含税),0.0225,58001001,69001001001,2018-08-30T00:00:00
600389,江山股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.6169,-,1986074563,15.2922,-3.4281,183229170.3,175.315,16.3185,11.3199,5.60586177,0.353315,18.915,农药兽药,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600383,金地集团,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.53,-,15111040474,18.8814,19.1957,2394796402,107.8284,18.7278,5.77,8.98060904,-2.389024,37.8431,房地产,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600376,首开股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.4545,-,17545435320,57.0898,85.3111,1380246677,337.4242,219.2796,5.29,8.2825402,-1.025241,21.5659,房地产,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600221,海航控股,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0326,-,32941415000,15.4777,-4.0233,548484000,-52.1949,-158.9968,0.95,3.12017622,0.158613,10.6976,民航机场,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
900945,海控B股,B股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0326,-,32941415000,15.4777,-4.0233,548484000,-52.1949,-158.9968,0.95,3.12017622,0.158613,10.6976,民航机场,不分配不转增,-,58001002,69001001001,2018-08-30T00:00:00
600219,南山铝业,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.09,-,9677663815,28.1172,12.0178,821081224.3,10.7268,76.0581,2.48,3.56933984,0.05145,19.5685,有色金属,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600213,亚星客车,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.08,-,1108708474,29.2537,223.298,17339672.39,25.9414,350.1357,9.42,0.8792891,-0.743194,17.4445,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600212,江泉实业,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0197,-,109872781.4,-13.5561,-7.2552,-10105729.36,-171.9407,-1511.8732,-1.35,1.4562212,-0.070562,15.8492,综合行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600210,紫江企业,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.196,-,4723396778,10.3196,15.5248,297132506.1,-48.0265,268.6749,6.73,2.85733771,0.268229,19.537,包装材料,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600208,新湖中宝,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.169,-,5591317675,36.6768,-12.7264,1457287723,206.9422,-15.0436,4.46,3.82728332,-0.668879,28.797,房地产,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600207,安彩高科,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0007,-,1155477851,24.0426,-17.3032,621230.41,104.1626,205.7865,0.0326,2.20938635,0.032623,9.0668,玻璃陶瓷,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600191,华资实业,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0968,-,2219391.66,-98.6352,22.3513,-46951209.84,-434.3674,-30.7713,-2.18,4.28878246,-0.027626,-51.667,食品饮料,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600185,格力地产,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.15,-,1189157278,-21.9916,-61.7657,303349147,9.5564,-58.6426,3.89,3.54801557,-0.196703,45.5561,房地产,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
9,中国宝安,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0535,-,4364336431,47.5625,14.6265,114909762.4,43.49,126.1369,2.28,2.3640535,0.214956,35.7829,房地产,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
5,世纪星源,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0077,-,273789911.7,34.4752,-20.0535,8146692.09,145.878,-149.5477,0.61,1.25707279,-0.04939,38.1982,环保工程,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
600555,海航创新,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.02,-,2073170.09,-90.0412,-48.5757,27101642.39,126.7164,-1.2233,0.82,1.228707,-0.117712,-127.4141,旅游酒店,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
900955,海创B股,B股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.02,-,2073170.09,-90.0412,-48.5757,27101642.39,126.7164,-1.2233,0.82,1.228707,-0.117712,-127.4141,旅游酒店,不分配不转增,-,58001002,69001001001,2018-08-30T00:00:00
900953,凯马B,B股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.0382,-,2254740663,-9.5789,-20.1843,-24422910.74,-898.1927,-275.927,-2.84,1.32272863,-0.283862,5.8738,汽车行业,不分配不转增,-,58001002,69001001001,2018-08-30T00:00:00
900936,鄂资B股,B股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.27,-,10448955928,7.3572,20.9011,278840331.3,65.2156,-65.9584,3.49,7.90687833,2.258904,28.7404,钢铁行业,不分配不转增,-,58001002,69001001001,2018-08-30T00:00:00
600295,鄂尔多斯,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.27,-,10448955928,7.3572,20.9011,278840331.3,65.2156,-65.9584,3.49,7.90687833,2.258904,28.7404,钢铁行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
900929,锦旅B股,B股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.3868,-,702198629.2,-4.3802,22.5329,51276055.95,0.8805,158.5786,4.45,7.65966385,0.053387,9.5142,旅游酒店,不分配不转增,-,58001002,69001001001,2018-08-30T00:00:00
600897,厦门空港,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.8431,-,875234859,8.0318,6.5334,251088186.2,13.5271,24.6965,7.21,11.24335656,1.191191,42.6073,民航机场,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600168,武汉控股,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.24,-,696692994,22.2743,5.7569,168826192.7,2.0433,20.8384,3.48,6.88353218,0.099537,33.4341,公用事业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600163,中闽能源,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.075,-,251624894,35.459,-41.2451,75153707.5,33.0132,-85.1262,4.243,1.80995294,0.098701,56.305,电力行业,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600159,大龙地产,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.03,-,143627223.2,-15.8503,1482.8507,-23921644.65,-13.7396,107.3417,-1.09,2.6184518,-0.137075,15.0469,房地产,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
803,*ST金宇,A股,深交所风险警示板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.01,-,192617193.1,1209.9703,121.0234,1445057.03,105.7229,231.2123,1.83,0.62397667,-0.194957,24.3893,综合行业,不分配不转增,-,58001001,69001002005,2018-08-30T00:00:00
600539,*ST狮头,A股,上交所风险警示板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0155,-,33397245.95,-11.5077,112.184,3570812.66,116.4027,14.3861,0.8468,1.84109217,-0.009119,20.9413,家电行业,不分配不转增,-,58001001,69001001003,2018-08-30T00:00:00
600531,豫光金铅,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.059,-,9070206021,16.4974,19.1025,64361232.7,-24.8122,-53.9065,1.95,2.97240991,0.103617,4.0155,有色金属,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
585,*ST东电,A股,深交所风险警示板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.0044,-,14296160.44,-18.8294,100.6057,3880567.18,119.4712,283.4713,-2,-0.2225733,-0.005912,14.9646,输配电气,不分配不转增,-,58001001,69001002005,2018-08-30T00:00:00
776,广发证券,A股,深交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.38,-,7609914198,-26.3734,-3.0343,2858275884,-33.5505,-12.7338,3.33,11.03663956,3.294735,-,券商信托,不分配不转增,-,58001001,69001002001,2018-08-30T00:00:00
600830,香溢融通,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.012,-,535960522.2,-6.5147,15.2722,5575276.99,-81.5499,-166.5469,0.265,4.63314068,-0.044467,18.6856,多元金融,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600825,新华传媒,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.021,-,611653496.2,-8.3662,67.9632,22074236.85,3.4651,57.3744,0.84,2.5268655,0.146698,35.1599,文化传媒,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
600808,马钢股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.4452,-,40063041443,13.8556,18.8296,3428518933,108.624,41.7922,13.39,3.38142341,0.54286,15.1279,钢铁行业,10派0.50元(含税),0.013888889,58001001,69001001001,2018-08-30T00:00:00
300386,飞天诚信,A股,深交所创业板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.09,-,427878974,5.3984,81.2506,36611145.78,42.5555,1530.1458,2.19,3.99689025,-0.679368,39.8858,软件服务,不分配不转增,-,58001001,69001002002,2018-08-30T00:00:00
300413,芒果超媒,A股,深交所创业板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.64,-,4985276264,39.191,481.4099,572670914.8,92.4697,4114.6584,12.5,5.40045624,-0.342448,32.7059,文化传媒,不分配不转增,-,58001001,69001002002,2018-08-30T00:00:00
603323,吴江银行,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.35,-,1519253000,11.3785,17.5841,505218000,15.409,58.9029,5.85,6.01672417,-0.369845,-,银行,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
300550,和仁科技,A股,深交所创业板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.17,-,144961841.2,34.3581,98.3492,14178415.29,13.3595,270.5311,2.76,6.24306302,-0.896837,44.127,软件服务,不分配不转增,-,58001001,69001002002,2018-08-30T00:00:00
603716,塞力斯,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.27,-,574497346.5,59.4636,20.918,48286663.32,30.0527,58.9554,5.06,7.6383917,-0.450705,33.7321,医疗行业,不分配不转增,-,58001001,69001001001,2018-08-06T00:00:00
300551,古鳌科技,A股,深交所创业板,2018-08-30T00:00:00,2018-06-30T00:00:00,-0.1769,-,51832007.87,-31.237,40.5933,-19468602.42,-185.2545,53.621,-3.79,4.54970071,-0.563836,43.1579,专用设备,不分配不转增,-,58001001,69001002002,2018-08-30T00:00:00
603098,森特股份,A股,上交所主板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.21,-,1197526471,73.0108,75.3069,101276937.9,13.254,119.8669,5.9,3.59402523,-0.352535,19.8205,工程建设,不分配不转增,-,58001001,69001001001,2018-08-30T00:00:00
300493,润欣科技,A股,深交所创业板,2018-08-30T00:00:00,2018-06-30T00:00:00,0.1,-,852615453.4,2.7893,28.8963,29443684.61,2.11,21.4254,5.3,2.38845823,0.09507,10.6866,电子信息,"10派1.00元(含税,扣税后0.90元)",0.011074197,58001001,69001002002,2018-08-30T00:00:00
