scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
2796,世嘉科技,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.14,-,545061976.2,103.3086,2.2095,13404258.64,-7.1893,11.215,1.27,11.38450447,0.365361,15.0027,金属制品,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
300507,苏奥传感,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.42,-,317985095.9,6.0344,-7.6458,51739201.64,-0.8801,-29.5067,5.83,7.37290224,-0.164253,30.273,汽车行业,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
300396,迪瑞医疗,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.3678,-,438819563.1,10.7266,31.7388,101525614.3,11.4011,94.0531,7.63,4.70578554,0.475623,65.008,医疗行业,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
603688,石英股份,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.17,-,302174056.2,18.2604,12.1088,58470817.28,39.2395,42.9263,4.43,3.91489687,0.182392,41.6858,材料行业,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
300532,今天国际,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.12,-,284375503.3,67.3766,16.7418,33877044.49,56.0511,-63.9843,4.27,2.83990888,-0.242466,34.1917,软件服务,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
2717,岭南股份,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.39,-,3554593644,111.9146,163.9121,386890431.5,93.064,240.8283,10.22,3.93267943,-0.184653,26.6933,园林工程,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2697,红旗连锁,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.11,-,3616244416,5.3447,-3.7309,154823648.8,57.1454,84.9452,6.47,1.79789595,0.135464,28.521,商业百货,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2691,冀凯股份,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.02,-,170423516,31.5449,-25.614,6670301.21,14.3067,366.7154,0.77,2.55020271,-0.119792,33.1231,机械行业,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
300338,开元股份,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.1924,-,597818273,91.1206,53.5812,65356430.54,18.596,190.4111,3.05,6.30702746,0.193092,71.2176,文教休闲,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
2635,安洁科技,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.32,-,1466248374,70.2285,37.2953,237342953.3,42.1115,28.7688,3.45,9.02833051,0.344111,32.0084,电子元件,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2190,成飞集成,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,-0.1499,-,850061268.7,60.3354,42.5061,-53424200.05,-1553.6652,-16.6195,-1.2,5.61051972,-0.659083,6.8274,汽车行业,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
600713,南京医药,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.137,-,14767193249,9.4474,-3.8189,138797783,23.5211,9.4331,3.916,3.64607741,-0.683369,6.5616,医药制造,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
600665,天地源,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.2596,-,3150848910,73.7056,41.6421,224286460.7,113.8224,60.2089,7.1,3.69503825,1.175472,17.7962,房地产,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
538,云南白药,A股,深交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,1.57,-,12973588155,8.4719,4.7133,1633063580,4.3458,2.5517,8.61,18.8886011,1.891161,30.4395,医药制造,不分配不转增,-,58001001,69001002001,2018-08-18T00:00:00
600076,康欣新材,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.26,-,1246966640,70.2296,3.4104,269399100.2,16.6599,-5.5499,7.64,3.42886905,0.084538,32.1796,木业家具,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
2187,广百股份,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.31,-,3762134863,9.3673,-6.2765,105835752.6,8.4164,-5.151,3.97,7.73778694,-0.12738,16.7557,商业百货,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2134,天津普林,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,-0.04,-,203918790.7,-0.8342,2.2478,-8738109.15,-7.8143,22.4786,-2.02,1.74509315,0.053196,7.9046,电子元件,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
300265,通光线缆,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.07,-,815204160.7,6.0382,17.1411,23588719.92,-43.8265,747.5162,2.42,2.92173852,-0.201842,18.4302,输配电气,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
600455,博通股份,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,-0.013,-,86789917.71,6.5723,3.6571,-825060.64,43.9934,-67.5516,-0.643,2.04629478,-0.735121,49.5521,软件服务,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
600438,通威股份,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.2368,-,12460669629,12.2423,38.6512,919354413.3,16.1355,86.9618,6.71,3.51061393,0.175344,19.5668,农牧饲渔,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
2681,奋达科技,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.0983,-,1426204734,56.7638,23.6869,145459634.1,12.152,68.9893,2.33,4.22358161,0.302199,20.6958,家电行业,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2584,西陇科学,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.08,-,1725796538,8.7532,24.4712,46379604.09,31.5934,291.2488,2.7,2.97790648,-0.031301,14.3722,化工行业,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2519,银河电子,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.0648,-,719509526.9,-3.4251,8.8046,73693830.92,-18.8865,-14.0029,2.03,3.27242996,-0.014525,29.5634,家电行业,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2521,齐峰新材,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.08,-,1838960185,10.7672,11.5867,41454939.74,-55.0486,-13.4732,1.21,6.79062863,0.477568,12.3631,造纸印刷,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
2426,胜利精密,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.0944,-,8655205284,17.1854,-11.4687,323641228.4,0.623,10.8998,3.64,2.63222075,-0.126875,12.5054,金属制品,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
603357,设计总院,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.76,-,829777044.9,49.7277,-0.3025,246035682.8,106.0143,16.5019,12.87,6.0419728,0.070824,48.3246,工程建设,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
603488,展鹏科技,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.13,-,135095966.8,7.0066,69.9115,27377324.83,-5.9109,134.7031,3.4,3.76228387,0.0874,34.5165,机械行业,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
300616,尚品宅配,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.6214,-,2866790275,33.6355,60.2803,123482762.9,87.4641,574.4286,4.63,13.30588961,0.594295,43.3534,木业家具,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
603656,泰禾光电,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.24,-,188321016,19.3365,7.3459,35058112.5,23.3224,78.5705,4.19,5.61939097,-0.092225,51.7644,机械行业,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
166,申万宏源,A股,深交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.09,-,6075085747,0.2146,10.9192,2065565400,0.761,8.0162,3.14,2.99414667,-1.117848,-,券商信托,不分配不转增,-,58001001,69001002001,2018-08-18T00:00:00
603881,数据港,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.31,-,322615886,35.7624,13.8839,65633140.02,16.4346,-5.0911,7.16,4.39290521,0.57404,36.3142,软件服务,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
2927,泰永长征,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.22,-,155112999.1,7.573,52.4085,25289080.81,21.3981,80.329,4.34,5.63484748,-0.076379,54.1425,输配电气,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
603897,长城科技,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.58,-,2475529705,18.7898,22.2737,85559203.83,9.3789,4.765,7.97,8.88899508,-4.748538,7.4936,金属制品,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
300707,威唐工业,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.3953,-,303414225.2,52.8424,3.1838,62144348.01,43.7445,1.2108,10.35,3.9111869,0.236014,44.4014,汽车行业,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
2925,盈趣科技,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.87,-,1306742096,-0.5164,-3.3789,397288270.2,-9.7453,32.9589,12.91,7.25002063,0.970771,43.1284,电子元件,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
600933,爱柯迪,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.28,-,1237834919,21.6005,-6.394,233226990.7,3.5681,-1.0337,6.4,4.21854086,0.157615,34.9657,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
2930,宏川智慧,A股,深交所中小板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.22,-,189356950.5,8.6411,-4.4897,47406804.73,8.7075,-24.2851,3.26,7.05591819,-0.112619,59.0444,交运物流,不分配不转增,-,58001001,69001002003,2018-08-18T00:00:00
603181,皇马科技,A股,上交所主板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.41,-,812236508.4,4.2622,15.1782,81859676.69,29.9603,33.3991,6.23,6.59278641,0.580819,19.4449,化工行业,不分配不转增,-,58001001,69001001001,2018-08-18T00:00:00
300649,杭州园林,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.19,-,341797685,429.9861,-13.2461,24501195.74,90.6974,-42.1752,7.63,2.56388655,-0.217698,18.9776,园林工程,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
300643,万通智控,A股,深交所创业板,2018-08-18T00:00:00,2018-06-30T00:00:00,0.06,-,137965665.7,-10.3423,25.0277,11631409.9,-37.759,2357.8393,2.8,2.01187231,0.094219,25.3519,汽车行业,不分配不转增,-,58001001,69001002002,2018-08-18T00:00:00
300046,台基股份,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.2212,-,199666958.1,40.8228,-23.6561,47134231.29,74.5842,3.2614,5.5,4.02152344,-0.099086,35.5037,电子元件,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
300055,万邦达,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1812,-,642559218.8,-38.1324,29.4636,156778907.1,-23.7778,-23.1921,2.67,6.86983055,0.042023,30.5981,环保工程,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
300066,三川智慧,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0401,-,311073271.3,16.5201,19.2338,41692339.05,-6.2203,34.2552,2.71,1.48221664,-0.01427,31.7464,仪器仪表,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
300277,海联讯,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.005,-,57077504.45,-19.8608,169.5988,-1681133.43,73.7784,120.0203,-0.35,1.40020351,-0.052406,25.7429,软件服务,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
2315,焦点科技,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.14,-,416756022.4,-34.2482,13.9528,33653067.26,1.855,153.6365,1.81,7.57984091,-0.150482,68.5725,电子信息,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
300257,开山股份,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0627,-,1347217318,23.9056,27.5106,53808184.73,67.1374,-1.2997,1.6,3.93158299,0.070418,24.0783,机械行业,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
2546,新联电子,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.08,-,284175187.7,14.7606,30.6972,65117422.74,31.5236,63.0749,2.28,3.36690121,-0.031952,34.6914,输配电气,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2561,徐家汇,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.3,-,1045182933,0.2498,-18.7891,123678968.1,7.6125,-25.1923,5.66,5.10287505,0.097581,28.7678,商业百货,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2428,云南锗业,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.012,-,200200195.5,15.827,-1.4936,7616960.32,192.9407,250.9509,0.51,2.28260278,-0.039116,24.8261,有色金属,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
300169,天晟新材,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0215,-,416086790.5,11.1386,56.8156,7018973.71,182.7074,349.855,0.59,3.64135649,-0.18601,25.9379,塑胶制品,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
601877,正泰电器,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.83,-,11902315980,20.1595,33.6012,1782538246,41.8705,90.8539,8.55,9.38879296,0.486674,29.4403,输配电气,"10派2.00元(含税,扣税后1.80元)",0.009140768,58001001,69001001001,2018-08-17T00:00:00
2383,合众思壮,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.2426,-,2407616217,278.3399,73.7831,180236587.4,258.4003,135.165,4.78,5.17786494,-0.545936,22.0557,通讯行业,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2450,康得新,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.43,-,7240583097,19.6641,3.9394,1513243292,20.5828,11.5585,8.06,5.52174131,0.179587,38.1087,材料行业,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2419,天虹股份,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.4,-,9523488017,6.0168,-17.6009,485483823.6,29.5163,-37.0942,7.9,5.12234246,-0.330421,26.6033,商业百货,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2423,中原特钢,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.0907,-,472780095.2,-7.0962,62.0839,-45597293.86,54.1994,63.6153,-2.94,3.03753022,0.038052,6.6392,钢铁行业,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
300213,佳讯飞鸿,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0839,-,488019547.1,44.212,-3.2266,49871640.53,51.2826,196.7104,2.57,3.16925414,-0.33119,35.5854,通讯行业,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
2105,信隆健康,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.01,-,674896630,-25.8576,4.3564,3843961.08,-87.6058,270.4262,0.72,1.38358528,0.091922,13.3925,文教休闲,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2114,罗平锌电,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.25,-,592702497,15.9822,-7.1333,-80023061.44,-1126.4617,-1230.5914,-4.54,5.31889999,0.419126,11.1279,有色金属,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2084,海鸥住工,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0794,-,1046918971,7.3079,8.7305,40232378.87,1.3626,-16.6517,2.46,3.18321576,0.167641,19.3994,装修装饰,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2118,紫鑫药业,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.22,-,841128926.3,85.4697,43.1166,276825882.1,150.876,3.3881,6.48,3.44086954,0.110666,71.0418,医药制造,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
2195,二三四五,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1437,-,1317772549,23.6095,100.0708,614213627.2,35.5796,83.5281,7.76,1.84834816,-0.161591,87.2334,电子信息,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
300294,博雅生物,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.46,-,1092286202,102.1123,21.0357,190963230,21.066,63.2951,6.72,8.0497743,0.170655,60.3118,医药制造,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
2643,万润股份,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.21,-,1277996625,1.2451,-5.6699,192834105.6,-9.7485,100.7175,4.64,4.54969707,0.244369,37.0501,化工行业,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
601005,重庆钢铁,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.09,-,11092899000,145.3244,15.2953,761960000,176.3118,17.4612,4.45,1.96217838,-0.145896,15.7632,钢铁行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
510,金路集团,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1205,-,994000341.5,21.1387,33.1651,73382238.79,102.7732,126.0408,8.25,1.48323651,0.112156,17.5434,化工行业,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
505,京粮控股,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.09,-,3639625979,10.8776,-5.0055,59918995.68,0.4187,-6.9739,2.73,3.15176065,0.06663,8.3607,农牧饲渔,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
200505,京粮B,B股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.09,-,3639625979,10.8776,-5.0055,59918995.68,0.4187,-6.9739,2.73,3.15176065,0.06663,8.3607,农牧饲渔,不分配不转增,-,58001002,69001002001,2018-08-17T00:00:00
600868,梅雁吉祥,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0036,-,94346227.97,-18.6667,39.969,6766149.2,-93.8374,165.3608,0.29,1.19723325,0.008258,32.422,电力行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
605,渤海股份,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.08,-,716237174.9,7.0867,4.9383,21129140.78,-28.0275,39.9825,1.03,8.17105991,-0.546132,30.3932,公用事业,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
603,盛达矿业,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.17,-,508374775.4,76.708,98.9151,116328642,19.9319,-26.7861,4.66,3.7027429,0.093176,47.4528,有色金属,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
600845,宝信软件,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.372,-,2412763625,17.9992,37.9468,295500334.2,44.4965,0.3015,5.94,6.93487213,0.382989,28.9117,软件服务,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
900926,宝信B,B股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.372,-,2412763625,17.9992,37.9468,295500334.2,44.4965,0.3015,5.94,6.93487213,0.382989,28.9117,软件服务,不分配不转增,-,58001002,69001001001,2018-08-17T00:00:00
900925,机电B股,B股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.64,-,10308432863,7.2318,58.898,653583366,3.6274,73.6907,6.34,10.03415482,-0.352865,20.0034,机械行业,不分配不转增,-,58001002,69001001001,2018-08-17T00:00:00
600835,上海机电,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.64,-,10308432863,7.2318,58.898,653583366,3.6274,73.6907,6.34,10.03415482,-0.352865,20.0034,机械行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600716,凤凰股份,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.0131,-,736426073.9,65.9514,20.8145,-12222478.92,83.1697,173.631,-0.38,4.82772634,0.017679,11.5854,房地产,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600971,恒源煤电,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.4527,-,3147745596,-4.0983,5.3079,452661558.5,-28.3047,21.9381,6.2507,7.08865946,0.69326,39.2413,煤炭采选,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
2020,京新药业,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.29,-,1408821728,41.0848,18.8976,213071117.4,25.3397,42.0551,5.55,4.97578532,0.224274,62.9436,医药制造,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
600022,山东钢铁,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1533,-,24877544358,5.8951,10.754,1677982606,181.7366,70.0088,8.8676,1.80582087,0.10471,10.949,钢铁行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
756,新华制药,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.26,-,2687680140,11.8341,-10.3727,123363815.3,15.5363,-17.4918,4.9,5.30115493,0.285001,27.8576,医药制造,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
600807,*ST天业,A股,上交所风险警示板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.74,-,769912961,-14.8913,28.219,-638716447.1,-1060.9667,-449.2371,-44.25,1.19111862,0.030348,5.669,贵金属,不分配不转增,-,58001001,69001001003,2018-08-17T00:00:00
600353,旭光股份,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0572,-,477133792.5,-6.4464,3.9358,31107474.42,46.001,96.926,2.8517,1.84243673,0.161777,18.5069,电子元件,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600307,酒钢宏兴,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.0934,-,23041565871,19.2152,34.79,584855923,66.7354,276.5067,5.89,1.63798127,0.206899,9.6252,钢铁行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600761,安徽合力,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.46,-,5037655942,23.1955,21.7547,341216976.2,52.4429,50.9652,7.25,6.08479686,0.190366,19.3234,专用设备,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600251,冠农股份,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1241,-,1300216032,73.8139,34.9653,97397381.03,26.4036,-68.6439,4.86,2.58546455,1.499712,7.6207,农牧饲渔,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600513,联环药业,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.14,-,463358800.1,56.7092,5.9465,38687697.83,9.1139,44.2558,4.33,3.13664091,0.087715,64.6764,医药制造,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600306,商业城,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.31,-,452277259.4,3.9886,-11.9749,-54383428.98,-138.2253,-22.8959,-44.52,0.53301535,-0.171957,16.8328,商业百货,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600420,现代制药,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.3698,-,5853255169,27.8098,-11.7462,410385515.1,14.8686,36.7714,6.43,5.88479957,0.242201,48.7229,医药制造,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600249,两面针,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.022,-,587567458.8,-18.3067,6.1234,-12122782.73,79.4585,-86.5427,-0.66,3.33091568,-0.001036,19.813,化工行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600298,安琪酵母,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.6101,-,3326761407,14.3285,4.0555,502784756.6,19.452,-18.7162,12.73,4.82899421,0.215061,36.5842,食品饮料,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600256,广汇能源,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1514,-,5985228952,126.6797,-19.203,867192843.2,694.6663,-36.3863,6.53,2.13963156,0.229775,35.0457,石油行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600248,延长化建,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.1047,-,1979773094,19.2871,95.4411,64448636.19,3.8471,90.5225,3.11,3.39295882,-0.34029,8.4687,石油行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
600238,*ST椰岛,A股,上交所风险警示板,2018-08-17T00:00:00,2018-06-30T00:00:00,-0.26,-,291774122.4,-26.0045,-17.1828,-116514708.1,-1549.2789,65.1207,-16.65,1.43136958,-0.402113,25.9432,酿酒行业,不分配不转增,-,58001001,69001001003,2018-08-17T00:00:00
600622,光大嘉宝,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.28,-,2222438464,88.0831,-17.2102,318988729,17.6266,9.8277,5.71,4.81360339,0.943719,51.6788,房地产,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
960,锡业股份,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.271,-,20063600821,7.3763,22.1124,452307152.8,26.156,57.4302,4.04,6.87798899,0.744802,8.5056,有色金属,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
959,首钢股份,A股,深交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.2693,-,31536572061,11.6067,15.8218,1424487547,50.1207,82.3322,5.5,5.0302163,1.115004,14.1612,钢铁行业,不分配不转增,-,58001001,69001002001,2018-08-17T00:00:00
600368,五洲交通,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.2134,-,834451173.6,5.4201,59.4334,240256109.3,4.2945,-46.3339,7.08,3.0097849,0.566879,58.3623,高速公路,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
2815,崇达技术,A股,深交所中小板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.34,-,1814627994,22.582,7.0448,280467108.6,38.1466,19.1088,10.77,2.9271377,0.401635,32.6793,电子元件,不分配不转增,-,58001001,69001002003,2018-08-17T00:00:00
603322,超讯通信,A股,上交所主板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.03,-,551354180.2,40.3407,55.141,2697248.34,186.794,239.8824,0.55,4.318307,-1.535405,20.3486,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-17T00:00:00
300560,中富通,A股,深交所创业板,2018-08-17T00:00:00,2018-06-30T00:00:00,0.18,-,230104268.3,19.7684,1.9498,28294520.62,11.6138,108.8465,5.7,3.19002616,-0.172741,27.5436,通讯行业,不分配不转增,-,58001001,69001002002,2018-08-17T00:00:00
